sale_id,sale_date,product,location,revenue
1243,2020-12-25,Consulting,10001,52541.53
1244,2020-12-26,Support,New York 10003,28948.74
1245,2020-12-26,Pro License,Detroit 48202,26115.28
1246,2020-12-26,Consulting,"Boston, MA 02101",55522.64
1247,2020-12-26,Consulting,94102 San Francisco,13566.97
1248,2020-12-27,Enterprise Suite,"Houston, TX 77001",10534.78
1249,2020-12-27,Starter Pack,02101,46111.43
1250,2020-12-27,Pro License,Los Angeles 90001,48153.14
1251,2020-12-27,Consulting,"Phoenix, AZ 85001",52980.88
1252,2020-12-27,Support,Miami 33102,34986.55
1253,2020-12-28,Consulting,02102 Boston,24969.28
1254,2020-12-28,Consulting,"Philadelphia, PA 19101",13439.74
1255,2020-12-28,Starter Pack,43201 Columbus,18718.78
1256,2020-12-29,Starter Pack,48201 Detroit MI,10124.25
1257,2020-12-29,Consulting,98102,58347.3
1258,2020-12-30,Pro License,"Miami, FL, 33102",42065.48
1259,2020-12-30,Enterprise Suite,Philadelphia 19101,13427.88
1260,2020-12-30,Starter Pack,77001,52518.88
1261,2020-12-31,Consulting,06101,27883.85
1262,2020-12-31,Support,Minneapolis 55401,12032.46
1263,2020-12-31,Starter Pack,30301 Atlanta GA,34146.18
1264,2020-12-31,Pro License,"Phoenix, AZ, 85001",58335.53
1265,2021-01-01,Support,53201,29984.24
1266,2021-01-01,Starter Pack,Richmond 23219,12708.22
1267,2021-01-02,Enterprise Suite,02101,39872.06
1268,2021-01-02,Starter Pack,53201,33697.9
1269,2021-01-02,Consulting,New York 10002,26937.17
1270,2021-01-02,Enterprise Suite,53201 Milwaukee,26409.94
1271,2021-01-03,Support,"Philadelphia, PA 19101",18981.3
1272,2021-01-03,Support,10002 New York,7981.43
1273,2021-01-03,Pro License,55401,25516.78
1274,2021-01-03,Starter Pack,"Minneapolis, MN, 55402",34846.95
1275,2021-01-03,Support,48201 Detroit,13337.83
1276,2021-01-04,Enterprise Suite,23219 Richmond VA,53084.6
1277,2021-01-04,Starter Pack,"Chicago, IL 60601",12827.97
1278,2021-01-05,Support,"Philadelphia, PA, 19101",59741.72
1279,2021-01-05,Support,Atlanta 30302,26788.0
1280,2021-01-05,Support,98101 Seattle,87525.12
1281,2021-01-06,Pro License,07101 Newark NJ,20506.8
1282,2021-01-06,Starter Pack,"Miami, FL, 33102",52167.5
1283,2021-01-06,Pro License,"Newark, NJ, 07101",37254.82
1284,2021-01-06,Support,77002 Houston TX,21097.28
1285,2021-01-06,Pro License,"Hartford, CT, 06101",18810.14
1286,2021-01-07,Consulting,"Detroit, MI 48202",44246.33
1287,2021-01-07,Starter Pack,Detroit 48201,23264.22
1288,2021-01-08,Enterprise Suite,19102 Philadelphia PA,14865.94
1289,2021-01-08,Support,Chicago 60601,31069.02
1290,2021-01-08,Enterprise Suite,30302 Atlanta,16162.01
1291,2021-01-09,Support,"Phoenix, AZ 85001",17263.28
1292,2021-01-09,Consulting,"Columbus, OH 43201",10830.87
1293,2021-01-10,Pro License,07101,17283.98
1294,2021-01-10,Enterprise Suite,90210 Los Angeles,70221.26
1295,2021-01-10,Pro License,Los Angeles 90210,24694.55
1296,2021-01-10,Consulting,02102 Boston MA,18280.87
1297,2021-01-10,Consulting,San Francisco 94101,63780.47
1298,2021-01-11,Support,"Los Angeles, CA, 90001",71202.04
1299,2021-01-11,Consulting,53201 Milwaukee WI,36569.64
1300,2021-01-11,Consulting,"New York, NY 10003",44048.68
1301,2021-01-11,Pro License,10003 New York NY,70833.5
1302,2021-01-11,Enterprise Suite,90001 Los Angeles CA,88641.77
1303,2021-01-12,Consulting,"Boston, MA 02101",19238.78
1304,2021-01-12,Starter Pack,"Detroit, MI 48201",39136.5
1305,2021-01-12,Support,77002,27080.34
1306,2021-01-12,Consulting,77001,29424.0
1307,2021-01-12,Support,"San Francisco, CA, 94102",15506.41
1308,2021-01-13,Consulting,90001,40738.98
1309,2021-01-13,Pro License,"Miami, FL 33101",28859.8
1310,2021-01-13,Pro License,"Philadelphia, PA, 19101",23756.17
1311,2021-01-14,Consulting,"Philadelphia, PA, 19101",13562.37
1312,2021-01-14,Consulting,"Columbus, OH, 43201",6094.71
1313,2021-01-15,Enterprise Suite,Milwaukee 53201,28416.6
1314,2021-01-15,Pro License,Minneapolis 55401,29143.6
1315,2021-01-15,Enterprise Suite,"Houston, TX 77001",13195.41
1316,2021-01-16,Consulting,48201 Detroit,37047.76
1317,2021-01-16,Pro License,Miami 33101,9700.58
1318,2021-01-16,Starter Pack,10001,51692.02
1319,2021-01-16,Consulting,97201 Portland OR,47800.72
1320,2021-01-17,Support,"San Francisco, CA, 94101",25981.78
1321,2021-01-17,Consulting,85001,44114.03
1322,2021-01-18,Starter Pack,27601 Raleigh NC,53283.57
1323,2021-01-18,Pro License,30301,5788.37
1324,2021-01-19,Enterprise Suite,"New York, NY, 10003",15903.08
1325,2021-01-19,Enterprise Suite,48201,17893.33
1326,2021-01-19,Pro License,Philadelphia 19102,36271.77
1327,2021-01-19,Support,60602 Chicago IL,31332.31
1328,2021-01-20,Starter Pack,97201,68944.12
1329,2021-01-20,Starter Pack,19101 Philadelphia,62638.4
1330,2021-01-20,Consulting,53201 Milwaukee WI,41372.71
1331,2021-01-21,Enterprise Suite,"Chicago, IL, 60602",24599.21
1332,2021-01-21,Consulting,60601 Chicago IL,17802.01
1333,2021-01-22,Enterprise Suite,30301 Atlanta GA,37887.06
1334,2021-01-22,Support,"Philadelphia, PA, 19101",41274.72
1335,2021-01-22,Starter Pack,60602 Chicago,22498.57
1336,2021-01-23,Consulting,07101 Newark NJ,51071.75
1337,2021-01-23,Pro License,94101 San Francisco CA,47370.37
1338,2021-01-23,Pro License,30302,43389.46
1339,2021-01-23,Enterprise Suite,"Hartford, CT, 06101",6799.01
1340,2021-01-24,Starter Pack,90210 Los Angeles,40779.46
1341,2021-01-24,Pro License,"Atlanta, GA, 30301",3643.94
1342,2021-01-24,Enterprise Suite,60602 Chicago,14212.04
1343,2021-01-25,Enterprise Suite,94102,52199.46
1344,2021-01-25,Support,55401 Minneapolis MN,18385.36
1345,2021-01-25,Pro License,10002 New York,67403.21
1346,2021-01-25,Consulting,"Minneapolis, MN 55401",46269.43
1347,2021-01-26,Consulting,07101 Newark NJ,41112.16
1348,2021-01-26,Consulting,"Minneapolis, MN, 55401",24198.56
1349,2021-01-27,Starter Pack,48201 Detroit MI,29117.25
1350,2021-01-27,Starter Pack,10002 New York,20619.69
1351,2021-01-28,Enterprise Suite,77001 Houston,18986.22
1352,2021-01-28,Pro License,53201 Milwaukee WI,32072.52
1353,2021-01-29,Starter Pack,"Miami, FL, 33101",36925.94
1354,2021-01-29,Starter Pack,"Detroit, MI 48202",36072.32
1355,2021-01-29,Pro License,19101 Philadelphia,42279.08
1356,2021-01-29,Starter Pack,Seattle 98102,75674.43
1357,2021-01-29,Starter Pack,48201,10400.61
1358,2021-01-30,Enterprise Suite,"Philadelphia, PA 19101",38283.06
1359,2021-01-30,Starter Pack,"San Francisco, CA 94102",18942.53
1360,2021-01-30,Pro License,48201,39225.59
1361,2021-01-31,Consulting,"Atlanta, GA 30301",44300.53
1362,2021-01-31,Enterprise Suite,"Hartford, CT, 06101",5308.24
1363,2021-01-31,Enterprise Suite,19101,29996.73
1364,2021-02-01,Starter Pack,"New York, NY, 10002",48316.99
1365,2021-02-01,Pro License,30301 Atlanta,21290.18
1366,2021-02-01,Consulting,"Chicago, IL, 60601",27549.24
1367,2021-02-01,Pro License,06101 Hartford,25449.07
1368,2021-02-02,Support,10001 New York NY,76872.35
1369,2021-02-02,Starter Pack,19102 Philadelphia PA,20493.3
1370,2021-02-03,Starter Pack,60601 Chicago IL,8794.73
1371,2021-02-03,Starter Pack,27601 Raleigh NC,12762.67
1372,2021-02-03,Enterprise Suite,Minneapolis 55401,27947.7
1373,2021-02-03,Enterprise Suite,10002,40305.17
1374,2021-02-04,Consulting,Boston 02101,11458.97
1375,2021-02-04,Starter Pack,98102 Seattle,57770.49
1376,2021-02-04,Support,33102,43635.23
1377,2021-02-04,Enterprise Suite,"Portland, OR, 97201",53694.3
1378,2021-02-04,Starter Pack,"Portland, OR, 97201",14170.09
1379,2021-02-05,Pro License,Phoenix 85001,25462.31
1380,2021-02-05,Consulting,Richmond 23219,55033.11
1381,2021-02-05,Starter Pack,"Minneapolis, MN 55401",39861.38
1382,2021-02-05,Consulting,94101,8542.19
1383,2021-02-05,Pro License,55402 Minneapolis,24975.3
1384,2021-02-06,Consulting,"Newark, NJ, 07101",43096.22
1385,2021-02-06,Enterprise Suite,19102 Philadelphia,29440.23
1386,2021-02-06,Consulting,Portland 97201,39668.58
1387,2021-02-06,Consulting,"Raleigh, NC 27601",34233.09
1388,2021-02-07,Support,"Minneapolis, MN 55401",11995.43
1389,2021-02-07,Starter Pack,98101 Seattle WA,53645.74
1390,2021-02-08,Enterprise Suite,"Miami, FL, 33101",40768.9
1391,2021-02-08,Support,"San Francisco, CA 94101",15603.12
1392,2021-02-08,Consulting,Detroit 48202,28644.21
1393,2021-02-09,Enterprise Suite,"Los Angeles, CA, 90001",11847.04
1394,2021-02-09,Enterprise Suite,53201,17715.6
1395,2021-02-09,Support,"Atlanta, GA, 30301",49570.91
1396,2021-02-09,Pro License,"New York, NY 10001",61780.83
1397,2021-02-10,Consulting,Milwaukee 53201,31547.46
1398,2021-02-10,Starter Pack,30301 Atlanta,41846.46
1399,2021-02-10,Consulting,"Detroit, MI, 48201",46088.08
1400,2021-02-10,Support,55402,49533.88
1401,2021-02-11,Enterprise Suite,07101 Newark,68937.89
1402,2021-02-11,Support,02101 Boston,5063.25
1403,2021-02-11,Enterprise Suite,Hartford 06101,69593.59
1404,2021-02-11,Consulting,"Seattle, WA, 98101",64986.64
1405,2021-02-11,Consulting,"Detroit, MI 48202",36165.14
1406,2021-02-12,Consulting,Atlanta 30301,40761.79
1407,2021-02-12,Starter Pack,"Miami, FL 33102",34659.03
1408,2021-02-12,Pro License,Houston 77001,19442.84
1409,2021-02-12,Enterprise Suite,New York 10001,10380.95
1410,2021-02-12,Pro License,94101,61265.84
1411,2021-02-13,Support,"Los Angeles, CA 90210",78252.83
1412,2021-02-13,Consulting,33101 Miami FL,28900.48
1413,2021-02-13,Pro License,Seattle 98102,38316.04
1414,2021-02-14,Pro License,"New York, NY, 10001",48345.39
1415,2021-02-14,Support,94102 San Francisco CA,28617.04
1416,2021-02-14,Enterprise Suite,43201 Columbus OH,3606.17
1417,2021-02-14,Enterprise Suite,85001 Phoenix AZ,65210.13
1418,2021-02-14,Enterprise Suite,Phoenix 85001,86785.97
1419,2021-02-15,Support,97201 Portland OR,49423.76
1420,2021-02-15,Enterprise Suite,"Philadelphia, PA, 19101",23392.35
1421,2021-02-15,Starter Pack,48201 Detroit MI,31425.88
1422,2021-02-15,Support,"New York, NY 10001",40165.16
1423,2021-02-16,Starter Pack,90210 Los Angeles,35644.82
1424,2021-02-16,Support,"Houston, TX, 77002",5013.6
1425,2021-02-16,Support,48201 Detroit,36894.64
1426,2021-02-16,Support,Boston 02101,52197.5
1427,2021-02-17,Support,60602,40827.0
1428,2021-02-17,Pro License,60602 Chicago IL,25268.49
1429,2021-02-18,Support,60601 Chicago,14098.45
1430,2021-02-18,Enterprise Suite,"Chicago, IL, 60601",43177.2
1431,2021-02-19,Pro License,"Miami, FL, 33101",54877.49
1432,2021-02-19,Pro License,98102 Seattle,37060.41
1433,2021-02-20,Support,94101,21187.97
1434,2021-02-20,Pro License,55401 Minneapolis MN,49235.44
1435,2021-02-20,Consulting,"Houston, TX 77001",50744.01
1436,2021-02-21,Pro License,Seattle 98102,66983.92
1437,2021-02-21,Starter Pack,55402,4607.64
1438,2021-02-21,Consulting,"Boston, MA 02101",17570.03
1439,2021-02-22,Support,Phoenix 85001,68676.65
1440,2021-02-22,Consulting,"Milwaukee, WI 53201",34808.48
1441,2021-02-22,Consulting,23219,11273.54
1442,2021-02-22,Consulting,"Chicago, IL 60602",46506.68
1443,2021-02-23,Support,"New York, NY, 10003",12302.32
1444,2021-02-23,Consulting,55402 Minneapolis MN,47896.82
1445,2021-02-23,Starter Pack,60601,18078.44
1446,2021-02-23,Consulting,"Richmond, VA 23219",40297.57
1447,2021-02-24,Pro License,33102 Miami,32637.28
1448,2021-02-24,Enterprise Suite,10001,55460.14
1449,2021-02-24,Enterprise Suite,"Los Angeles, CA, 90210",14206.7
1450,2021-02-25,Starter Pack,55402 Minneapolis,12531.98
1451,2021-02-25,Support,33102,4940.38
1452,2021-02-25,Pro License,02101 Boston MA,75387.91
1453,2021-02-25,Enterprise Suite,06101,58105.63
1454,2021-02-25,Support,Newark 07101,33196.88
1455,2021-02-26,Consulting,"Miami, FL, 33101",17440.14
1456,2021-02-26,Starter Pack,"Boston, MA 02102",52908.54
1457,2021-02-27,Enterprise Suite,23219 Richmond,12232.06
1458,2021-02-27,Starter Pack,02101,33709.93
1459,2021-02-27,Starter Pack,Richmond 23219,57469.52
1460,2021-02-27,Pro License,98102 Seattle WA,11829.47
1461,2021-02-28,Enterprise Suite,Miami 33101,39792.54
1462,2021-02-28,Enterprise Suite,"Seattle, WA 98101",24344.47
1463,2021-02-28,Enterprise Suite,23219,8887.37
1464,2021-02-28,Enterprise Suite,"Richmond, VA 23219",47302.52
1465,2021-02-28,Enterprise Suite,77001,40213.32
1466,2021-03-01,Starter Pack,"Chicago, IL 60601",9277.16
1467,2021-03-01,Consulting,"New York, NY 10001",43653.73
1468,2021-03-01,Enterprise Suite,98101 Seattle WA,39928.67
1469,2021-03-01,Consulting,30302,3188.52
1470,2021-03-01,Starter Pack,"Minneapolis, MN 55402",18005.11
1471,2021-03-02,Starter Pack,19101,32401.65
1472,2021-03-02,Starter Pack,"Portland, OR, 97201",69878.06
1473,2021-03-03,Consulting,"Miami, FL, 33101",34605.1
1474,2021-03-03,Consulting,33102,20035.61
1475,2021-03-03,Consulting,"Minneapolis, MN, 55402",25352.17
1476,2021-03-04,Enterprise Suite,"Newark, NJ, 07101",7677.37
1477,2021-03-04,Enterprise Suite,27601 Raleigh NC,30886.26
1478,2021-03-04,Consulting,48201,25984.84
1479,2021-03-05,Enterprise Suite,"Minneapolis, MN 55401",4690.61
1480,2021-03-05,Support,"Hartford, CT 06101",20875.86
1481,2021-03-06,Enterprise Suite,"Atlanta, GA, 30302",55714.5
1482,2021-03-06,Enterprise Suite,"Houston, TX 77001",30867.0
1483,2021-03-06,Pro License,10003,23201.19
1484,2021-03-07,Enterprise Suite,"Boston, MA 02101",72849.68
1485,2021-03-07,Enterprise Suite,77002,50615.07
1486,2021-03-07,Support,Hartford 06101,42285.76
1487,2021-03-08,Consulting,33102 Miami,27294.05
1488,2021-03-08,Support,06101 Hartford CT,78189.0
1489,2021-03-09,Pro License,48202,42148.5
1490,2021-03-09,Enterprise Suite,33101 Miami,22123.71
1491,2021-03-09,Pro License,"Houston, TX, 77001",46180.35
1492,2021-03-10,Support,77002,28003.69
1493,2021-03-10,Support,"Newark, NJ 07101",12497.59
1494,2021-03-10,Consulting,77002,3890.93
1495,2021-03-10,Enterprise Suite,"New York, NY, 10001",5541.8
1496,2021-03-11,Consulting,"Los Angeles, CA, 90210",64254.3
1497,2021-03-11,Starter Pack,07101 Newark NJ,20462.02
1498,2021-03-11,Pro License,98102 Seattle WA,40610.63
1499,2021-03-11,Consulting,10003 New York NY,49720.4
1500,2021-03-12,Enterprise Suite,48201 Detroit MI,18696.97
1501,2021-03-12,Support,27601,13938.46
1502,2021-03-13,Pro License,94102 San Francisco,24419.2
1503,2021-03-13,Pro License,"Boston, MA, 02101",19528.92
1504,2021-03-13,Pro License,"Phoenix, AZ, 85001",47791.25
1505,2021-03-13,Starter Pack,10003 New York,9052.07
1506,2021-03-14,Support,"Seattle, WA 98101",27116.07
1507,2021-03-14,Enterprise Suite,10003 New York NY,12831.58
1508,2021-03-14,Enterprise Suite,"Miami, FL 33101",12008.6
1509,2021-03-15,Consulting,02102 Boston MA,72130.94
1510,2021-03-15,Starter Pack,Detroit 48202,22115.18
1511,2021-03-16,Pro License,"Detroit, MI, 48202",12933.54
1512,2021-03-16,Consulting,Los Angeles 90210,79070.45
1513,2021-03-17,Enterprise Suite,"Phoenix, AZ 85001",55147.75
1514,2021-03-17,Support,"Houston, TX 77001",15321.41
1515,2021-03-18,Consulting,"Milwaukee, WI, 53201",19927.28
1516,2021-03-18,Starter Pack,Miami 33102,39025.2
1517,2021-03-18,Support,55401,8106.16
1518,2021-03-19,Consulting,"Newark, NJ 07101",13333.2
1519,2021-03-19,Starter Pack,Los Angeles 90210,20380.91
1520,2021-03-19,Support,Chicago 60602,30974.53
1521,2021-03-19,Support,"Atlanta, GA 30302",7929.04
1522,2021-03-20,Starter Pack,85001,76307.08
1523,2021-03-20,Pro License,Seattle 98101,67839.02
1524,2021-03-20,Pro License,48202 Detroit MI,22843.94
1525,2021-03-21,Enterprise Suite,10001,36332.89
1526,2021-03-21,Support,85001,67612.01
1527,2021-03-21,Consulting,"Seattle, WA, 98101",50614.23
1528,2021-03-22,Enterprise Suite,98102 Seattle WA,47603.94
1529,2021-03-22,Consulting,New York 10001,56986.99
1530,2021-03-23,Enterprise Suite,55402,16197.94
1531,2021-03-23,Pro License,"Phoenix, AZ, 85001",62198.99
1532,2021-03-23,Support,97201,78065.46
1533,2021-03-24,Consulting,Portland 97201,70834.14
1534,2021-03-24,Enterprise Suite,"Columbus, OH, 43201",32086.93
1535,2021-03-24,Starter Pack,02102 Boston MA,33865.95
1536,2021-03-24,Starter Pack,"New York, NY, 10003",27244.25
1537,2021-03-24,Enterprise Suite,30301 Atlanta GA,47898.44
1538,2021-03-25,Starter Pack,02101,43605.24
1539,2021-03-25,Consulting,06101 Hartford CT,33721.62
1540,2021-03-25,Pro License,"New York, NY, 10003",32417.84
1541,2021-03-25,Pro License,Boston 02102,47056.87
1542,2021-03-26,Consulting,"Raleigh, NC, 27601",33759.13
1543,2021-03-26,Pro License,30301 Atlanta,45930.89
1544,2021-03-26,Support,"Minneapolis, MN, 55402",45100.79
1545,2021-03-26,Enterprise Suite,98101 Seattle,29280.21
1546,2021-03-27,Support,98102,46843.06
1547,2021-03-27,Support,85001 Phoenix,65625.32
1548,2021-03-27,Enterprise Suite,Seattle 98102,58159.91
1549,2021-03-27,Consulting,Portland 97201,13333.94
1550,2021-03-28,Starter Pack,02102,13202.37
1551,2021-03-28,Pro License,77001 Houston TX,31290.74
1552,2021-03-28,Support,New York 10002,26987.71
1553,2021-03-28,Consulting,"Phoenix, AZ, 85001",35122.82
1554,2021-03-29,Enterprise Suite,Chicago 60602,11074.91
1555,2021-03-29,Starter Pack,"Minneapolis, MN, 55401",21761.2
1556,2021-03-30,Support,94101 San Francisco CA,55842.01
1557,2021-03-30,Support,Seattle 98102,44472.6
1558,2021-03-30,Starter Pack,Detroit 48201,10243.38
1559,2021-03-30,Starter Pack,85001,37239.79
1560,2021-03-31,Pro License,55402 Minneapolis MN,15650.34
1561,2021-03-31,Starter Pack,Houston 77002,43573.29
1562,2021-03-31,Pro License,Miami 33101,50841.91
1563,2021-04-01,Starter Pack,06101 Hartford CT,8086.36
1564,2021-04-01,Starter Pack,Newark 07101,38066.65
1565,2021-04-01,Enterprise Suite,"Atlanta, GA, 30301",35061.77
1566,2021-04-02,Consulting,55402 Minneapolis MN,9101.32
1567,2021-04-02,Enterprise Suite,77002,33417.65
1568,2021-04-02,Pro License,"Los Angeles, CA 90001",84209.79
1569,2021-04-02,Support,48202 Detroit MI,9490.56
1570,2021-04-03,Starter Pack,60602 Chicago IL,24747.71
1571,2021-04-03,Consulting,77001 Houston,48575.84
1572,2021-04-03,Enterprise Suite,Hartford 06101,59873.04
1573,2021-04-03,Consulting,06101 Hartford CT,28106.17
1574,2021-04-04,Starter Pack,98102,36021.06
1575,2021-04-04,Pro License,33102 Miami,36255.59
1576,2021-04-04,Support,"Miami, FL 33102",4285.27
1577,2021-04-05,Consulting,94102 San Francisco,39131.58
1578,2021-04-05,Starter Pack,"San Francisco, CA 94102",85245.78
1579,2021-04-06,Starter Pack,98101,37048.92
1580,2021-04-06,Starter Pack,"Chicago, IL 60602",18556.17
1581,2021-04-06,Consulting,"Philadelphia, PA, 19101",21177.14
1582,2021-04-07,Consulting,"Seattle, WA, 98102",30245.26
1583,2021-04-07,Support,90210 Los Angeles CA,17723.69
1584,2021-04-07,Starter Pack,"Philadelphia, PA 19101",15772.95
1585,2021-04-07,Support,"Minneapolis, MN 55401",5173.56
1586,2021-04-07,Starter Pack,"Philadelphia, PA 19101",5496.42
1587,2021-04-08,Pro License,Portland 97201,65660.75
1588,2021-04-08,Starter Pack,33101 Miami FL,50440.17
1589,2021-04-08,Starter Pack,94101 San Francisco CA,9547.56
1590,2021-04-09,Consulting,San Francisco 94101,52979.61
1591,2021-04-09,Pro License,10002 New York,64341.47
1592,2021-04-09,Consulting,48201,47889.28
1593,2021-04-09,Consulting,"Chicago, IL, 60602",22023.53
1594,2021-04-10,Starter Pack,"New York, NY 10002",13951.6
1595,2021-04-10,Starter Pack,02102 Boston MA,49916.85
1596,2021-04-10,Starter Pack,"Phoenix, AZ, 85001",53508.27
1597,2021-04-11,Support,06101,32990.17
1598,2021-04-11,Enterprise Suite,Richmond 23219,12282.29
1599,2021-04-11,Pro License,48202 Detroit,24130.11
1600,2021-04-11,Starter Pack,"Houston, TX 77002",6014.63
1601,2021-04-11,Starter Pack,55402 Minneapolis MN,4338.32
1602,2021-04-12,Pro License,94102,22280.45
1603,2021-04-12,Starter Pack,"Houston, TX, 77002",33991.6
1604,2021-04-13,Starter Pack,60601,34901.3
1605,2021-04-13,Enterprise Suite,Minneapolis 55402,41519.11
1606,2021-04-13,Consulting,"Chicago, IL 60602",19904.68
1607,2021-04-13,Pro License,55401,46203.55
1608,2021-04-14,Pro License,77001 Houston TX,31692.82
1609,2021-04-14,Enterprise Suite,06101,36300.97
1610,2021-04-14,Consulting,07101 Newark,74255.73
1611,2021-04-15,Consulting,43201 Columbus OH,8672.67
1612,2021-04-15,Starter Pack,55401,10265.94
1613,2021-04-15,Pro License,"Hartford, CT, 06101",21676.84
1614,2021-04-15,Pro License,Atlanta 30302,20523.41
1615,2021-04-16,Enterprise Suite,98101,64028.72
1616,2021-04-16,Consulting,10002,63101.92
1617,2021-04-17,Support,19102 Philadelphia PA,7459.45
1618,2021-04-17,Starter Pack,02101,40181.18
1619,2021-04-17,Enterprise Suite,02102,27623.44
1620,2021-04-18,Pro License,Atlanta 30301,36493.37
1621,2021-04-18,Pro License,"Minneapolis, MN, 55402",3404.44
1622,2021-04-19,Support,"Minneapolis, MN, 55402",18905.76
1623,2021-04-19,Enterprise Suite,27601,31779.83
1624,2021-04-19,Pro License,10001 New York,44662.91
1625,2021-04-19,Support,77002,54394.64
1626,2021-04-20,Consulting,30301 Atlanta,55467.2
1627,2021-04-20,Enterprise Suite,Miami 33101,28060.95
1628,2021-04-21,Support,Milwaukee 53201,22356.41
1629,2021-04-21,Starter Pack,90210,15479.02
1630,2021-04-21,Pro License,"Portland, OR 97201",15266.56
1631,2021-04-21,Support,"Columbus, OH, 43201",35827.08
1632,2021-04-22,Enterprise Suite,"Philadelphia, PA 19101",29608.66
1633,2021-04-22,Starter Pack,"Chicago, IL, 60602",23933.4
1634,2021-04-23,Starter Pack,"Atlanta, GA 30302",34573.21
1635,2021-04-23,Consulting,"Miami, FL, 33102",51836.1
1636,2021-04-23,Consulting,"Columbus, OH, 43201",10606.27
1637,2021-04-23,Support,"Philadelphia, PA, 19102",34727.73
1638,2021-04-23,Consulting,"Philadelphia, PA 19101",13941.34
1639,2021-04-24,Pro License,77002 Houston,6688.49
1640,2021-04-24,Consulting,33102,36912.77
1641,2021-04-25,Starter Pack,"Seattle, WA, 98101",66916.84
1642,2021-04-25,Consulting,60601 Chicago,38302.54
1643,2021-04-25,Consulting,"Phoenix, AZ 85001",62000.87
1644,2021-04-26,Enterprise Suite,77001,46775.97
1645,2021-04-26,Pro License,"Richmond, VA, 23219",30892.46
1646,2021-04-26,Enterprise Suite,07101,7229.26
1647,2021-04-26,Pro License,"San Francisco, CA 94101",62961.03
1648,2021-04-27,Support,77001,20256.9
1649,2021-04-27,Support,"Boston, MA 02102",54581.05
1650,2021-04-27,Consulting,"Portland, OR 97201",22962.27
1651,2021-04-27,Starter Pack,94102 San Francisco CA,27979.88
1652,2021-04-28,Enterprise Suite,"New York, NY 10003",79303.37
1653,2021-04-28,Consulting,"Seattle, WA 98102",32422.97
1654,2021-04-29,Support,"New York, NY, 10003",7464.48
1655,2021-04-29,Pro License,"Detroit, MI 48201",44465.61
1656,2021-04-29,Consulting,"Seattle, WA 98101",17297.01
1657,2021-04-29,Consulting,"Hartford, CT, 06101",47664.14
1658,2021-04-29,Pro License,85001 Phoenix AZ,45976.53
1659,2021-04-30,Support,"Los Angeles, CA 90001",28124.84
1660,2021-04-30,Starter Pack,55402 Minneapolis,38790.6
1661,2021-05-01,Pro License,10002 New York,49284.76
1662,2021-05-01,Support,55402,40858.56
1663,2021-05-02,Starter Pack,53201 Milwaukee,6672.8
1664,2021-05-02,Pro License,Los Angeles 90210,35506.62
1665,2021-05-02,Support,27601,39940.72
1666,2021-05-02,Enterprise Suite,02102 Boston,70170.5
1667,2021-05-03,Enterprise Suite,"New York, NY 10002",45381.26
1668,2021-05-03,Consulting,98101 Seattle,53716.15
1669,2021-05-03,Support,10002,57196.89
1670,2021-05-04,Starter Pack,53201 Milwaukee WI,29376.97
1671,2021-05-04,Enterprise Suite,"Philadelphia, PA, 19102",65624.49
1672,2021-05-04,Support,"Atlanta, GA, 30301",22150.15
1673,2021-05-04,Starter Pack,55401 Minneapolis,9998.11
1674,2021-05-05,Enterprise Suite,33102 Miami FL,31326.25
1675,2021-05-05,Enterprise Suite,30301 Atlanta,19379.27
1676,2021-05-05,Support,"Los Angeles, CA, 90001",73586.65
1677,2021-05-05,Support,19101,58828.01
1678,2021-05-05,Support,55401 Minneapolis MN,15121.52
1679,2021-05-06,Enterprise Suite,"Seattle, WA, 98101",23618.09
1680,2021-05-06,Starter Pack,"Detroit, MI 48201",26222.7
1681,2021-05-06,Consulting,48202 Detroit,11603.7
1682,2021-05-06,Support,San Francisco 94102,44071.2
1683,2021-05-06,Support,New York 10002,52088.3
1684,2021-05-07,Consulting,30301 Atlanta,40665.95
1685,2021-05-07,Enterprise Suite,98101 Seattle WA,84509.42
1686,2021-05-07,Pro License,Miami 33102,23763.66
1687,2021-05-07,Starter Pack,"Houston, TX 77001",45546.71
1688,2021-05-07,Enterprise Suite,"Los Angeles, CA, 90210",32766.87
1689,2021-05-08,Starter Pack,"Los Angeles, CA, 90210",28422.52
1690,2021-05-08,Support,Houston 77002,17617.46
1691,2021-05-08,Pro License,Los Angeles 90001,26032.61
1692,2021-05-09,Starter Pack,"Raleigh, NC 27601",48431.55
1693,2021-05-09,Consulting,"San Francisco, CA 94101",53025.3
1694,2021-05-10,Pro License,33102,12083.43
1695,2021-05-10,Starter Pack,"Richmond, VA, 23219",48011.18
1696,2021-05-11,Consulting,10003,77284.02
1697,2021-05-11,Enterprise Suite,02101 Boston,69468.8
1698,2021-05-11,Consulting,48201 Detroit,43624.25
1699,2021-05-12,Pro License,Los Angeles 90001,85225.62
1700,2021-05-12,Support,06101,47823.0
1701,2021-05-13,Pro License,94101 San Francisco CA,80303.45
1702,2021-05-13,Starter Pack,06101 Hartford,62989.32
1703,2021-05-13,Pro License,"Milwaukee, WI 53201",40680.4
1704,2021-05-13,Pro License,Atlanta 30301,11223.84
1705,2021-05-14,Support,98102,40303.55
1706,2021-05-14,Enterprise Suite,94101 San Francisco,50811.48
1707,2021-05-14,Pro License,98101 Seattle,45887.75
