order_id,business_id,business_name,account_handle,dma_region,business_type,order_date,order_amount,client_tier
ORD-5209218,BIZ-100124, Riverstone Construction , riverstoneconstruction ,HOUSTON,hospitality,,-250.0,platinum
ORD-2505169,BIZ-100125, Harborview Systems ,harborviewsystems,MIAMI-FORT LAUDERDALE,technology,,22565.59,platinum
ORD-6340253,BIZ-100125,harborview systems, harborviewsystems , Miami-Fort Lauderdale ,TECHNOLOGY,2024-05-31,11432.77,Bronze
ORD-1266331,BIZ-100126,CRESCENT SUPPLY,crescentsupply, Dallas-Ft. Worth ,Healthcare,12/03/2023,,bronze
ORD-2361450,BIZ-100126,Crescent Supply,,Dallas-Ft. Worth,healthcare,2025-14-01,,platinum
ORD-7488605,BIZ-100126,CRESCENT SUPPLY,crescentsupply,Dallas-Ft. Worth,HEALTHCARE,2024/01/02,13891.55,PLATINUM
ORD-5716653,BIZ-100126,crescent supply,CRESCENTSUPPLY,Dallas-Ft. Worth,healthcare,2023/01/21,,SILVER
ORD-5710310,BIZ-100126, Crescent Supply ,,DALLAS-FT. WORTH,Healthcare,2023-02-07,4922.89,Silver
ORD-9394071,BIZ-100126, Crescent Supply ,CRESCENTSUPPLY,DALLAS-FT. WORTH,healthcare,,17059.45,Gold
ORD-2091346,BIZ-100127,SKYLINE TECHNOLOGIES, skylinetechnologies ,HOUSTON,retail,2023/05/12,-250.0,platinum
ORD-8615616,BIZ-100127,Skyline Technologies,,Houston,RETAIL,2025-14-01,4237.27,Platinum
ORD-8828026,BIZ-100127, Skyline Technologies , skylinetechnologies ,Houston,retail,2024-06-14,-250.0,Bronze
ORD-1086558,BIZ-100127, Skyline Technologies ,SKYLINETECHNOLOGIES,houston,Retail,,24805.29,PLATINUM
ORD-2248902,BIZ-100127,SKYLINE TECHNOLOGIES,SKYLINETECHNOLOGIES,HOUSTON,RETAIL,2024/03/09,407.94,Bronze
ORD-1403047,BIZ-100127,Skyline Technologies LLC, skylinetechnologies ,houston,Retail,03/18/2024,2420.52,SILVER
ORD-4971899,BIZ-100128,TrueNorth Consulting,, Houston ,Healthcare,2025-14-01,2936.78,gold
ORD-6255956,BIZ-100128,TrueNorth Consulting,TRUENORTHCONSULTING,Houston,HEALTHCARE,01/22/2024,1577.21,Gold
ORD-1936000,BIZ-100128,TrueNorth Consulting LLC,truenorthconsulting,houston,HEALTHCARE,2025-14-01,20039.27,platinum
ORD-1177948,BIZ-100128, TrueNorth Consulting ,, Houston ,HEALTHCARE,,3134.23,Bronze
ORD-6506176,BIZ-100128,TrueNorth Consulting LLC,TRUENORTHCONSULTING,Houston,Healthcare,06/13/2024,6350.89,platinum
ORD-9537891,BIZ-100128,truenorth consulting, truenorthconsulting , Houston ,HEALTHCARE,,2278.66,gold
ORD-8312318,BIZ-100129,Westlake Technologies LLC, westlaketechnologies ,san francisco,manufacturing,,,platinum
ORD-5883242,BIZ-100129,westlake technologies,westlaketechnologies,SAN FRANCISCO,Manufacturing,2023-12-18,2584.83,bronze
ORD-4278387,BIZ-100129,WESTLAKE TECHNOLOGIES,WESTLAKETECHNOLOGIES,San Francisco,MANUFACTURING,2023-12-19,,platinum
ORD-6631448,BIZ-100130,Crescent Financial LLC, crescentfinancial , Seattle ,HOSPITALITY,2025-05-22,613.75,Bronze
ORD-1062026,BIZ-100130,CRESCENT FINANCIAL,CRESCENTFINANCIAL, Seattle ,hospitality,2023-08-13,,PLATINUM
ORD-4444636,BIZ-100130, Crescent Financial ,CRESCENTFINANCIAL,Seattle,HOSPITALITY,01/20/2024,461.28,GOLD
ORD-8388822,BIZ-100130,CRESCENT FINANCIAL,,seattle,Hospitality,10/25/2023,10682.02,Silver
ORD-5126595,BIZ-100131,REDROCK STUDIOS,REDROCKSTUDIOS,Houston,Healthcare,2023/12/14,5419.88,bronze
ORD-2861751,BIZ-100131,redrock studios,REDROCKSTUDIOS,houston,HEALTHCARE,2024-11-01,12447.01,BRONZE
ORD-8276581,BIZ-100131,RedRock Studios,redrockstudios,HOUSTON,Healthcare,2025-03-29,,SILVER
ORD-5102862,BIZ-100132,Clearwater Industries,,HOUSTON,marketing,2024/03/15,3968.98,Platinum
ORD-5698850,BIZ-100132,CLEARWATER INDUSTRIES,, Houston ,Marketing,03/25/2025,-250.0,Gold
ORD-9533123,BIZ-100132, Clearwater Industries ,,houston,MARKETING,,,BRONZE
ORD-9108379,BIZ-100132, Clearwater Industries ,,houston,marketing,2025-14-01,3226.72,silver
ORD-4405783,BIZ-100132, Clearwater Industries ,CLEARWATERINDUSTRIES, Houston ,Marketing,2023/08/13,12541.66,SILVER
ORD-2422018,BIZ-100132,CLEARWATER INDUSTRIES,clearwaterindustries,houston,MARKETING,,,BRONZE
ORD-8148811,BIZ-100133, RedRock Partners ,, San Francisco ,LOGISTICS,2023/12/11,,gold
ORD-8410303,BIZ-100133,REDROCK PARTNERS, redrockpartners ,San Francisco,LOGISTICS,07/03/2023,-250.0,Platinum
ORD-5637641,BIZ-100133,REDROCK PARTNERS,redrockpartners,San Francisco,Logistics,2023/03/22,9006.13,Platinum
ORD-5194700,BIZ-100133,redrock partners, redrockpartners ,SAN FRANCISCO,logistics,,-250.0,Silver
ORD-6024342,BIZ-100133,redrock partners, redrockpartners , San Francisco ,LOGISTICS,,-250.0,GOLD
ORD-7669032,BIZ-100133,REDROCK PARTNERS,REDROCKPARTNERS,SAN FRANCISCO,LOGISTICS,2025-06-05,,PLATINUM
ORD-2440757,BIZ-100134,ironbridge health,IRONBRIDGEHEALTH, Chicago ,logistics,2025-14-01,-250.0,gold
ORD-3331197,BIZ-100134,IronBridge Health LLC,IRONBRIDGEHEALTH,chicago,logistics,01/19/2024,,SILVER
ORD-8032125,BIZ-100134, IronBridge Health ,,chicago,LOGISTICS,,20707.16,GOLD
ORD-7557976,BIZ-100134, IronBridge Health ,IRONBRIDGEHEALTH, Chicago ,Logistics,,,platinum
ORD-6111102,BIZ-100134,IronBridge Health,IRONBRIDGEHEALTH,Chicago,logistics,,-250.0,Bronze
ORD-4338644,BIZ-100135,Vertex Solutions,,dallas-ft. worth,Marketing,2023-07-11,,gold
ORD-9699518,BIZ-100135,Vertex Solutions,VERTEXSOLUTIONS,dallas-ft. worth,MARKETING,2025-14-01,-250.0,bronze
ORD-2153651,BIZ-100136, NovaTech Digital ,NOVATECHDIGITAL,SAN FRANCISCO,Technology,2025/01/30,,GOLD
ORD-6206200,BIZ-100136,NovaTech Digital LLC,NOVATECHDIGITAL, San Francisco ,TECHNOLOGY,2024-09-10,136.47,bronze
ORD-5141290,BIZ-100136,NovaTech Digital LLC, novatechdigital , San Francisco ,TECHNOLOGY,2025-14-01,,Platinum
ORD-6818033,BIZ-100136,novatech digital,,SAN FRANCISCO,TECHNOLOGY,2024-04-12,,Bronze
ORD-4077684,BIZ-100136,NovaTech Digital LLC,novatechdigital, San Francisco ,technology,01/29/2024,,Platinum
ORD-2119776,BIZ-100137,TITAN SYSTEMS,, Dallas-Ft. Worth ,hospitality,10/26/2023,4977.05,BRONZE
ORD-6469592,BIZ-100137, Titan Systems ,,DALLAS-FT. WORTH,HOSPITALITY,2025-02-23,2579.72,Platinum
ORD-8749462,BIZ-100137, Titan Systems , titansystems , Dallas-Ft. Worth ,Hospitality,2025-14-01,10012.11,SILVER
ORD-8788747,BIZ-100137, Titan Systems ,,Dallas-Ft. Worth,Hospitality,,,GOLD
ORD-5683223,BIZ-100137,TITAN SYSTEMS,TITANSYSTEMS,Dallas-Ft. Worth,hospitality,04/27/2024,,GOLD
ORD-1188082,BIZ-100137,titan systems,TITANSYSTEMS, Dallas-Ft. Worth ,HOSPITALITY,2023-03-21,-250.0,silver
ORD-1801213,BIZ-100138,Luna Systems LLC,lunasystems, Dallas-Ft. Worth ,technology,2024/12/14,2275.53,bronze
ORD-4384602,BIZ-100138,LUNA SYSTEMS, lunasystems ,DALLAS-FT. WORTH,Technology,02/24/2025,178.59,SILVER
ORD-4223772,BIZ-100138,Luna Systems,LUNASYSTEMS,Dallas-Ft. Worth,technology,2025-04-20,-250.0,Gold
ORD-6488523,BIZ-100138,luna systems,,DALLAS-FT. WORTH,technology,2025-04-15,,Gold
ORD-4586633,BIZ-100138,Luna Systems, lunasystems ,dallas-ft. worth,Technology,08/26/2023,,silver
ORD-2107569,BIZ-100139,silverline supply,,atlanta,Logistics,08/14/2023,-250.0,Bronze
ORD-9995633,BIZ-100139,Silverline Supply LLC,SILVERLINESUPPLY,atlanta,Logistics,,,Platinum
ORD-3230219,BIZ-100139,silverline supply,SILVERLINESUPPLY,atlanta,logistics,2025-14-01,-250.0,Bronze
ORD-9573595,BIZ-100139,SILVERLINE SUPPLY,,Atlanta,Logistics,01/27/2024,,silver
ORD-8189001,BIZ-100139,SILVERLINE SUPPLY,,Atlanta,Logistics,2025-01-25,10932.29,bronze
ORD-1635969,BIZ-100140,SILVERLINE RETAIL,, Dallas-Ft. Worth ,hospitality,2024/10/19,757.91,BRONZE
ORD-7960756,BIZ-100140,silverline retail,silverlineretail,DALLAS-FT. WORTH,hospitality,2025/03/21,1779.37,Platinum
ORD-4731991,BIZ-100140,Silverline Retail LLC,,dallas-ft. worth,Hospitality,2025-14-01,,Gold
ORD-3374513,BIZ-100141,LUNA LOGISTICS,LUNALOGISTICS,Seattle,Hospitality,,20904.66,silver
ORD-2311382,BIZ-100141, Luna Logistics ,,seattle,Hospitality,2024-06-03,8528.71,Silver
ORD-8520742,BIZ-100141,LUNA LOGISTICS, lunalogistics , Seattle ,Hospitality,2023/10/20,,bronze
ORD-8271756,BIZ-100142,CLOUDNINE LOGISTICS,,Atlanta,MARKETING,2025-14-01,,platinum
ORD-3563536,BIZ-100142,CloudNine Logistics LLC,CLOUDNINELOGISTICS,atlanta,MARKETING,2025-14-01,-250.0,platinum
ORD-2206947,BIZ-100142,cloudnine logistics,CLOUDNINELOGISTICS, Atlanta ,Marketing,2024-05-07,-250.0,PLATINUM
ORD-7279004,BIZ-100142, CloudNine Logistics ,, Atlanta ,MARKETING,2025/01/12,-250.0,Gold
ORD-1651407,BIZ-100142,CloudNine Logistics,,ATLANTA,Marketing,2025-14-01,,BRONZE
ORD-9197714,BIZ-100142,cloudnine logistics,cloudninelogistics, Atlanta ,MARKETING,2024-12-27,,Platinum
ORD-3481086,BIZ-100143,crescent construction,, Phoenix ,finance,2024-12-15,17042.99,gold
ORD-2548634,BIZ-100143, Crescent Construction ,,Phoenix,finance,2023-04-30,,Silver
ORD-9945633,BIZ-100144, CloudNine Health ,,chicago,hospitality,2025-14-01,3787.07,Gold
ORD-6777952,BIZ-100144,CLOUDNINE HEALTH, cloudninehealth ,CHICAGO,hospitality,2025-14-01,5128.41,Bronze
ORD-2625220,BIZ-100144,CloudNine Health,, Chicago ,hospitality,2023/01/02,,GOLD
ORD-3253718,BIZ-100144,CLOUDNINE HEALTH,,CHICAGO,hospitality,12/21/2024,21287.41,silver
ORD-4065690,BIZ-100145,REDWOOD DIGITAL, redwooddigital , Phoenix ,HEALTHCARE,,635.06,Silver
ORD-7337233,BIZ-100145,Redwood Digital, redwooddigital ,Phoenix,HEALTHCARE,03/29/2023,2969.67,gold
ORD-1121243,BIZ-100146,Titan Distribution LLC,titandistribution,San Francisco,Retail,,-250.0,Silver
ORD-8939511,BIZ-100146,titan distribution,, San Francisco ,RETAIL,2024/05/12,,silver
ORD-7685239,BIZ-100147, UrbanHive Logistics ,,New York,HOSPITALITY,2024/11/12,,PLATINUM
ORD-3329735,BIZ-100147,UrbanHive Logistics,,New York,hospitality,2025/05/05,20028.79,SILVER
ORD-8972523,BIZ-100147,UrbanHive Logistics LLC,,NEW YORK,Hospitality,2024/04/07,181.49,PLATINUM
ORD-8454220,BIZ-100147,URBANHIVE LOGISTICS,, New York ,HOSPITALITY,,,Platinum
ORD-7456854,BIZ-100148,titan financial,,LOS ANGELES,retail,2025-01-21,-250.0,gold
ORD-9353796,BIZ-100148,Titan Financial, titanfinancial , Los Angeles ,Retail,2025-14-01,-250.0,silver
ORD-3859391,BIZ-100149,NovaTech Manufacturing,novatechmanufacturing, Houston ,manufacturing,08/05/2023,,Silver
ORD-5322289,BIZ-100149, NovaTech Manufacturing ,novatechmanufacturing,HOUSTON,manufacturing,2025-14-01,18835.69,platinum
ORD-2084932,BIZ-100149,novatech manufacturing,, Houston ,manufacturing,,13739.25,silver
ORD-5881775,BIZ-100150,NovaTech Construction,novatechconstruction,Chicago,HOSPITALITY,,4692.33,platinum
ORD-3137710,BIZ-100150,novatech construction,,Chicago,HOSPITALITY,01/12/2024,,bronze
ORD-7124083,BIZ-100150,NOVATECH CONSTRUCTION,,CHICAGO,Hospitality,2025-14-01,,GOLD
ORD-5979872,BIZ-100150,NOVATECH CONSTRUCTION,, Chicago ,Hospitality,,1488.62,platinum
ORD-9428504,BIZ-100151,Northwind Hospitality, northwindhospitality , Dallas-Ft. Worth ,technology,2023-11-13,,gold
ORD-6589238,BIZ-100151,NORTHWIND HOSPITALITY,NORTHWINDHOSPITALITY,DALLAS-FT. WORTH,technology,04/09/2025,,PLATINUM
ORD-6018095,BIZ-100151,NORTHWIND HOSPITALITY,northwindhospitality, Dallas-Ft. Worth ,TECHNOLOGY,2025-14-01,,bronze
ORD-9855760,BIZ-100151,northwind hospitality, northwindhospitality ,DALLAS-FT. WORTH,technology,,-250.0,gold
ORD-3746337,BIZ-100152,Crescent Retail LLC,CRESCENTRETAIL, Miami-Fort Lauderdale ,finance,2025-14-01,7896.46,PLATINUM
ORD-1153218,BIZ-100152,crescent retail,,Miami-Fort Lauderdale,finance,2023-07-20,24654.01,gold
ORD-6965707,BIZ-100152, Crescent Retail ,CRESCENTRETAIL,Miami-Fort Lauderdale,Finance,,16867.85,Platinum
ORD-7777894,BIZ-100152,CRESCENT RETAIL,crescentretail,Miami-Fort Lauderdale,Finance,2025-14-01,18759.68,Platinum
ORD-2503425,BIZ-100153, Riverstone Logistics ,,seattle,healthcare,2025-14-01,1899.88,Gold
ORD-9552160,BIZ-100153,RIVERSTONE LOGISTICS,riverstonelogistics, Seattle ,HEALTHCARE,05/15/2024,,Platinum
ORD-8275548,BIZ-100153,riverstone logistics,,SEATTLE,Healthcare,2024/12/20,-250.0,GOLD
ORD-1331289,BIZ-100153, Riverstone Logistics ,, Seattle ,Healthcare,,4202.01,silver
ORD-2968404,BIZ-100153,RIVERSTONE LOGISTICS,,SEATTLE,Healthcare,,2291.44,GOLD
ORD-3704659,BIZ-100154,CloudNine Consulting,,seattle,Finance,07/31/2023,,BRONZE
ORD-8097623,BIZ-100154,CloudNine Consulting,CLOUDNINECONSULTING,seattle,Finance,,-250.0,Bronze
ORD-9228265,BIZ-100154,cloudnine consulting,,seattle,finance,,2601.89,silver
ORD-4155352,BIZ-100154,CLOUDNINE CONSULTING, cloudnineconsulting ,SEATTLE,Finance,,,GOLD
ORD-8080237,BIZ-100154,CloudNine Consulting,,seattle,FINANCE,2025-14-01,,Gold
ORD-8136077,BIZ-100154,CLOUDNINE CONSULTING,,SEATTLE,Finance,2023/09/18,18936.06,PLATINUM
ORD-9580328,BIZ-100155,BrightPath Partners LLC,BRIGHTPATHPARTNERS, Atlanta ,Healthcare,2024/07/31,4963.0,platinum
ORD-2300646,BIZ-100155,brightpath partners,brightpathpartners,Atlanta,healthcare,,2093.23,SILVER
ORD-5584424,BIZ-100155,BRIGHTPATH PARTNERS,BRIGHTPATHPARTNERS,atlanta,Healthcare,12/08/2023,,Gold
ORD-3072044,BIZ-100155,BRIGHTPATH PARTNERS,,atlanta,healthcare,2025-14-01,-250.0,Silver
ORD-2662054,BIZ-100156,Peakline Distribution,PEAKLINEDISTRIBUTION,new york,HEALTHCARE,2023-10-05,-250.0,BRONZE
ORD-7755367,BIZ-100156, Peakline Distribution ,,NEW YORK,HEALTHCARE,08/31/2024,19264.45,GOLD
ORD-5485722,BIZ-100156,Peakline Distribution, peaklinedistribution ,NEW YORK,healthcare,,,SILVER
ORD-8862907,BIZ-100156,Peakline Distribution LLC, peaklinedistribution ,new york,HEALTHCARE,,22627.75,Silver
ORD-2458649,BIZ-100156,peakline distribution,,new york,Healthcare,10/12/2024,475.8,GOLD
ORD-1963205,BIZ-100156,Peakline Distribution, peaklinedistribution , New York ,Healthcare,2025-14-01,23648.83,Bronze
ORD-9932346,BIZ-100157,MetroPulse Consulting,,Seattle,retail,2024-06-11,,PLATINUM
ORD-6789156,BIZ-100157,METROPULSE CONSULTING,,Seattle,retail,2025-14-01,-250.0,silver
ORD-2260344,BIZ-100157,metropulse consulting,METROPULSECONSULTING,seattle,Retail,2025-14-01,2527.99,SILVER
ORD-5190365,BIZ-100157,MetroPulse Consulting LLC,metropulseconsulting,seattle,RETAIL,2025-14-01,-250.0,bronze
ORD-6114027,BIZ-100157,MetroPulse Consulting LLC,metropulseconsulting, Seattle ,retail,2025-14-01,,SILVER
ORD-2797914,BIZ-100158,MetroPulse Networks, metropulsenetworks ,PHOENIX,HOSPITALITY,2023/12/29,13616.08,Gold
ORD-9628834,BIZ-100158,METROPULSE NETWORKS,,Phoenix,HOSPITALITY,06/25/2024,18132.67,Bronze
ORD-7279870,BIZ-100158,metropulse networks, metropulsenetworks , Phoenix ,Hospitality,,,Platinum
ORD-8371182,BIZ-100158,METROPULSE NETWORKS,METROPULSENETWORKS,phoenix,hospitality,2025-14-01,22671.53,Gold
ORD-1675388,BIZ-100159,LUNA MANUFACTURING,, New York ,finance,2023/10/19,8206.25,Bronze
ORD-5459377,BIZ-100159,Luna Manufacturing,, New York ,finance,2025-14-01,,bronze
ORD-7523795,BIZ-100159,LUNA MANUFACTURING,lunamanufacturing,New York,Finance,2024-05-28,15000.02,gold
ORD-1134702,BIZ-100160, TrueNorth Distribution ,,new york,RETAIL,2025-14-01,-250.0,GOLD
ORD-9577181,BIZ-100160,TRUENORTH DISTRIBUTION,TRUENORTHDISTRIBUTION,new york,Retail,2025/01/16,,silver
ORD-2729141,BIZ-100160,TrueNorth Distribution LLC,,NEW YORK,Retail,,3181.65,GOLD
ORD-1643681,BIZ-100160,truenorth distribution,TRUENORTHDISTRIBUTION,NEW YORK,RETAIL,02/15/2024,3120.69,bronze
ORD-6141309,BIZ-100161,SILVERLINE HOSPITALITY,SILVERLINEHOSPITALITY,new york,MANUFACTURING,2025-14-01,400.61,Silver
ORD-5517199,BIZ-100161,silverline hospitality, silverlinehospitality ,new york,manufacturing,2025-14-01,22902.12,gold
ORD-1874606,BIZ-100161,silverline hospitality,SILVERLINEHOSPITALITY,new york,MANUFACTURING,2023/01/01,7015.23,Silver
ORD-7099881,BIZ-100161,silverline hospitality, silverlinehospitality ,New York,Manufacturing,05/18/2024,20409.27,SILVER
ORD-7063033,BIZ-100161,Silverline Hospitality LLC,,new york,Manufacturing,2024/01/05,1129.16,GOLD
ORD-1688519,BIZ-100162,BluePeak Supply LLC,BLUEPEAKSUPPLY,HOUSTON,technology,2025-14-01,-250.0,platinum
ORD-6057934,BIZ-100162, BluePeak Supply ,BLUEPEAKSUPPLY,HOUSTON,Technology,2023-12-18,,BRONZE
ORD-7140662,BIZ-100162, BluePeak Supply ,bluepeaksupply, Houston ,Technology,2025-14-01,-250.0,gold
ORD-5599450,BIZ-100162,BLUEPEAK SUPPLY, bluepeaksupply ,Houston,technology,06/20/2023,,Bronze
ORD-9933361,BIZ-100162,BluePeak Supply LLC,bluepeaksupply,HOUSTON,TECHNOLOGY,,,platinum
ORD-4471618,BIZ-100162,BLUEPEAK SUPPLY,bluepeaksupply,HOUSTON,technology,2023-10-06,-250.0,Bronze
ORD-9809266,BIZ-100163,ironbridge financial, ironbridgefinancial ,LOS ANGELES,HOSPITALITY,2024/12/25,2805.54,BRONZE
ORD-5896318,BIZ-100163,IronBridge Financial,IRONBRIDGEFINANCIAL,los angeles,Hospitality,2023/09/01,6030.4,silver
ORD-2949258,BIZ-100163,IronBridge Financial, ironbridgefinancial ,los angeles,HOSPITALITY,07/01/2024,,PLATINUM
ORD-7850856,BIZ-100163,IronBridge Financial LLC, ironbridgefinancial ,los angeles,Hospitality,05/17/2023,,GOLD
ORD-1262370,BIZ-100163,IronBridge Financial LLC,,Los Angeles,hospitality,2025-14-01,-250.0,BRONZE
ORD-8418631,BIZ-100163,IRONBRIDGE FINANCIAL, ironbridgefinancial ,los angeles,Hospitality,,,GOLD
ORD-8279693,BIZ-100164,oakstone technologies,OAKSTONETECHNOLOGIES, Chicago ,Logistics,2025-14-01,8700.56,silver
ORD-9229532,BIZ-100164,OAKSTONE TECHNOLOGIES, oakstonetechnologies ,Chicago,LOGISTICS,2024-08-06,-250.0,silver
ORD-3407905,BIZ-100164,Oakstone Technologies,,CHICAGO,LOGISTICS,2025-14-01,591.15,platinum
ORD-7339692,BIZ-100164, Oakstone Technologies ,oakstonetechnologies,Chicago,Logistics,04/13/2023,,GOLD
ORD-1226440,BIZ-100164,Oakstone Technologies,oakstonetechnologies,chicago,logistics,10/04/2024,-250.0,Bronze
ORD-6565947,BIZ-100165, BrightPath Supply ,BRIGHTPATHSUPPLY,SEATTLE,Marketing,,3491.0,gold
ORD-1747019,BIZ-100165,BrightPath Supply,,seattle,Marketing,,4443.64,silver
ORD-4802977,BIZ-100165, BrightPath Supply ,,SEATTLE,MARKETING,2023/01/25,,Platinum
ORD-3844728,BIZ-100166,NovaTech Health,NOVATECHHEALTH,New York,MARKETING,2024/05/18,,Gold
ORD-3535087,BIZ-100166,NOVATECH HEALTH,,new york,marketing,2023-02-14,,platinum
ORD-2743531,BIZ-100167,urbanhive distribution,,phoenix,MANUFACTURING,12/23/2023,22234.28,Platinum
ORD-6373004,BIZ-100167,URBANHIVE DISTRIBUTION,, Phoenix ,manufacturing,2025-14-01,,PLATINUM
ORD-3427123,BIZ-100167,UrbanHive Distribution, urbanhivedistribution ,PHOENIX,Manufacturing,2025-14-01,,PLATINUM
ORD-6594616,BIZ-100167,URBANHIVE DISTRIBUTION,URBANHIVEDISTRIBUTION, Phoenix ,MANUFACTURING,,-250.0,BRONZE
ORD-2402872,BIZ-100168,BluePeak Industries LLC,,ATLANTA,healthcare,01/29/2024,1252.45,SILVER
ORD-8951164,BIZ-100168,BLUEPEAK INDUSTRIES,bluepeakindustries,Atlanta,HEALTHCARE,2024/07/25,22335.45,Silver
ORD-3418271,BIZ-100168,BluePeak Industries LLC,,ATLANTA,Healthcare,2024-04-16,7756.03,bronze
ORD-8125430,BIZ-100169,cloudnine manufacturing,cloudninemanufacturing,Atlanta,marketing,,21748.74,gold
ORD-7127781,BIZ-100169,CLOUDNINE MANUFACTURING,cloudninemanufacturing,ATLANTA,Marketing,05/31/2023,21274.23,GOLD
ORD-3350695,BIZ-100170,Pioneer Manufacturing LLC, pioneermanufacturing , New York ,FINANCE,2025/01/31,2275.47,Silver
ORD-3615355,BIZ-100170,Pioneer Manufacturing,pioneermanufacturing,NEW YORK,finance,2023-04-24,,BRONZE
ORD-5329433,BIZ-100170,Pioneer Manufacturing LLC,,new york,finance,2024-12-29,2175.98,BRONZE
ORD-3099389,BIZ-100170,PIONEER MANUFACTURING,,New York,Finance,2025-14-01,-250.0,platinum
ORD-2295356,BIZ-100170, Pioneer Manufacturing ,,new york,finance,2025-14-01,,Platinum
ORD-5528498,BIZ-100171,Clearwater Supply,clearwatersupply,Houston,FINANCE,,11709.43,Silver
ORD-2786178,BIZ-100171,Clearwater Supply,CLEARWATERSUPPLY,Houston,FINANCE,2023-06-16,2803.29,silver
ORD-2426723,BIZ-100171,Clearwater Supply LLC,,Houston,finance,2025-14-01,,gold
ORD-5737922,BIZ-100171, Clearwater Supply ,,HOUSTON,FINANCE,2025-14-01,3655.87,SILVER
ORD-9448643,BIZ-100171,Clearwater Supply,,HOUSTON,Finance,,4000.74,Silver
ORD-8769633,BIZ-100172,Luna Industries,lunaindustries,HOUSTON,Logistics,2023-06-05,-250.0,BRONZE
ORD-9779300,BIZ-100172,luna industries,,HOUSTON,LOGISTICS,2025/01/16,,gold
ORD-7503423,BIZ-100172,LUNA INDUSTRIES,LUNAINDUSTRIES,Houston,Logistics,,3176.17,GOLD
ORD-2462431,BIZ-100173, Harborview Construction ,harborviewconstruction, Dallas-Ft. Worth ,MARKETING,2024-07-14,,platinum
ORD-6928539,BIZ-100173,Harborview Construction,harborviewconstruction,DALLAS-FT. WORTH,marketing,2025-14-01,,Bronze
ORD-3356313,BIZ-100173,Harborview Construction,, Dallas-Ft. Worth ,Marketing,2024/10/27,-250.0,Platinum
ORD-8395861,BIZ-100173,harborview construction,,dallas-ft. worth,MARKETING,05/13/2023,,Platinum
ORD-1957285,BIZ-100174,WESTLAKE NETWORKS,,Atlanta,Logistics,09/27/2024,,Gold
ORD-7513301,BIZ-100174, Westlake Networks ,westlakenetworks,atlanta,LOGISTICS,2025-14-01,,Gold
ORD-2817783,BIZ-100175, Apex Technologies ,,ATLANTA,HOSPITALITY,2023/07/04,-250.0,Bronze
ORD-8989636,BIZ-100175,Apex Technologies, apextechnologies , Atlanta ,Hospitality,,14399.35,SILVER
ORD-7380120,BIZ-100176,NovaTech Hospitality, novatechhospitality , Houston ,MARKETING,2023-02-02,,Silver
ORD-3954562,BIZ-100176,NovaTech Hospitality,NOVATECHHOSPITALITY,Houston,MARKETING,2025-14-01,,bronze
ORD-4592084,BIZ-100176,novatech hospitality,NOVATECHHOSPITALITY,Houston,Marketing,2025-14-01,20063.52,silver
ORD-8031349,BIZ-100176, NovaTech Hospitality ,,HOUSTON,marketing,2025-14-01,,gold
ORD-4331283,BIZ-100176,NovaTech Hospitality,,HOUSTON,MARKETING,2024/07/28,22930.02,Bronze
ORD-6308442,BIZ-100176,NovaTech Hospitality,,houston,marketing,06/04/2025,23866.47,Platinum
ORD-2634873,BIZ-100177,MetroPulse Partners,METROPULSEPARTNERS,DALLAS-FT. WORTH,TECHNOLOGY,,17018.87,SILVER
ORD-4207115,BIZ-100177,MetroPulse Partners LLC,metropulsepartners,dallas-ft. worth,TECHNOLOGY,08/03/2023,1579.53,PLATINUM
ORD-8650368,BIZ-100177, MetroPulse Partners ,,dallas-ft. worth,TECHNOLOGY,,,Gold
ORD-8697782,BIZ-100177, MetroPulse Partners , metropulsepartners ,DALLAS-FT. WORTH,technology,,,Platinum
ORD-8339925,BIZ-100177,metropulse partners,,Dallas-Ft. Worth,Technology,12/06/2024,,Gold
ORD-2672723,BIZ-100178, Clearwater Manufacturing ,,Atlanta,technology,2025/02/06,,BRONZE
ORD-2921009,BIZ-100178,CLEARWATER MANUFACTURING,,Atlanta,TECHNOLOGY,2025-14-01,,gold
ORD-4757032,BIZ-100178,Clearwater Manufacturing LLC, clearwatermanufacturing ,atlanta,technology,2024/01/19,,Platinum
ORD-1069752,BIZ-100178, Clearwater Manufacturing ,clearwatermanufacturing,Atlanta,Technology,2023-09-05,-250.0,PLATINUM
ORD-6326278,BIZ-100178,clearwater manufacturing,CLEARWATERMANUFACTURING, Atlanta ,Technology,,,gold
ORD-3162087,BIZ-100179, Crescent Analytics ,CRESCENTANALYTICS, Dallas-Ft. Worth ,FINANCE,,9619.39,BRONZE
ORD-7576872,BIZ-100179,crescent analytics,,DALLAS-FT. WORTH,FINANCE,2023-05-02,556.95,Platinum
ORD-3567729,BIZ-100179,Crescent Analytics,,Dallas-Ft. Worth,finance,2025-14-01,,Platinum
ORD-7008279,BIZ-100179,CRESCENT ANALYTICS,CRESCENTANALYTICS,DALLAS-FT. WORTH,FINANCE,2024-10-08,,Silver
ORD-1868201,BIZ-100179,crescent analytics,crescentanalytics,DALLAS-FT. WORTH,finance,11/06/2024,3228.09,Gold
ORD-3058301,BIZ-100179,Crescent Analytics,CRESCENTANALYTICS,dallas-ft. worth,FINANCE,2024-04-15,,silver
ORD-9238233,BIZ-100180,Evergreen Networks,,San Francisco,MARKETING,04/14/2023,,Platinum
