transaction_id,business_id,order_date,product_code,department,units_sold,sales_amount,store_region,fulfillment_type,warehouse
TX503106,B7430,2024-04-30,SP-1286,SPORTING GOODS,1,74.46,MIDWEST,IN STORE,SEA-01
TX503107,B5419,2024-04-30,SP-2001,SPORTING GOODS,3,253.44,NORTHEAST,PICKUP,LAX-01
TX503108,B2709,2024-04-30,SP-2797,SPORTING GOODS,11,2429.69,MIDWEST,PICKUP,LAX-01
TX503109,B7996,2024-04-30,HG-4243,HOME GOODS,10,983.34,SOUTHEAST,IN STORE,NYC-01
TX503110,B9698,2024-04-30,SP-9531,OFFICE,9,1979.85,WEST,IN STORE,ATL-01
TX503111,B9958,2024-04-30,ot-9251,OFFICE,3,661.74,WEST,PICKUP,ATL-01
TX503112,B9560,bad_date,EL-2480,ELECTRONICS,2,578.17,SOUTHEAST,IN STORE,LAX-01
TX503113,B3061,2024-04-30,SP-9204,SPORTING GOODS,3,597.98,MIDWEST,PICKUP,CHI-01
TX503114,B1002,2024-04-30,HG-6601,HOME GOODS,11,520.76, NORTHEAST ,PICKUP,ATL-01
TX503115,B2099,2024-04-30,CL-9221,CLOTHING,13,1957.82,SOUTHWEST,PICKUP,LAX-01
TX503116,B5098,2024-04-30, OT-6409 ,OFFICE,3,373.67,SOUTHEAST,PICKUP,DAL-01
TX503117,B2518,2024-05-01,OT-1741,OFFICE,4,453.76,MIDWEST,PICKUP,DAL-01
TX503118,B2997,2024-05-01,HG-9953,HOME GOODS,11,1358.87,SOUTHWEST,PICKUP,NYC-01
TX503119,B7727,2024-05-01,CL-8610,CLOTHING,2,340.1,WEST,DELIVERY,NYC-01
TX503120,B1321,2024-05-01,OT-6477,OFFICE,1,89.6,MIDWEST,IN STORE,DAL-01
TX503121,B9937,2024-05-01,CL-7154,CLOTHING,10,1388.09,SOUTHEAST,DELIVERY,DAL-01
TX503122,B6579,2024-05-01,CL-6121,CLOTHING,11,2597.12,SOUTHWEST,IN STORE,DAL-01
TX503123,B6054,2024-05-01,HG-2765,HOME GOODS,8,669.65,WEST,DELIVERY,ATL-01
TX503124,B1616,2024-05-01,SP-6131,SPORTING GOODS,5,1426.47,WEST,DELIVERY,SEA-01
TX503125,B8230,2024-05-01,OT-7551,OFFICE,14,677.82,SOUTHWEST,PICKUP,DAL-01
TX503126,B2168,2024-05-01,CL-7766,CLOTHING,10,778.54,WEST,PICKUP,NYC-01
TX503127,B4752,2024-05-01,CL-4274,CLOTHING,6,1298.86,SOUTHEAST,IN STORE,CHI-01
TX503128,B2964,2024-05-01,CL-1709,CLOTHING,1,76.34,WEST,PICKUP,NYC-01
TX503129,B2713,2024-05-01,EL-2294,ELECTRONICS,1,271.11,MIDWEST,DELIVERY,DAL-01
TX503130,B3901,2024-05-01,EL-9383,OFFICE,12,1438.45,WEST,PICKUP,SEA-01
TX503131,B5508,2024-05-01,OT-3303,OFFICE,10,2609.07,MIDWEST,PICKUP,SEA-01
TX503132,B6548,2024-05-01,HG-5979,HOME GOODS,4,558.54,SOUTHEAST,DELIVERY,NYC-01
TX503133,B5858,2024-05-01,HG-8366,HOME GOODS,4,84.75,NORTHEAST,IN STORE,NYC-01
TX503134,B4569,2024-05-01,CL6477,CLOTHING,10,264.48,WEST,IN STORE,CHI-01
TX503135,B7984,2024-05-01, SP-1750 ,SPORTING GOODS,6,1502.23,SOUTHEAST,PICKUP,NYC-01
TX503136,B3201,2024-05-01,EL-5537,ELECTRONICS,4,179.54,SOUTHEAST,IN STORE,SEA-01
TX503137,B3420,2024-05-01,HG-7756,HOME GOODS,5,1258.04,WEST,IN STORE,DAL-01
TX503138,B4728,2024-05-01,CL-8544,CLOTHING,9,1723.23,SOUTHEAST,DELIVERY,CHI-01
TX503139,B7787,2024-05-01,CL-9552,CLOTHING,2,84.12,MIDWEST,DELIVERY,CHI-01
TX503140,B2757,2024-05-01,CL-8992,CLOTHING,4,761.88,NORTHEAST,DELIVERY,LAX-01
TX503141,B3566,2024-05-01,ot-5919,OFFICE,1,253.84,SOUTHEAST,DELIVERY,CHI-01
TX503142,B9168,2024-05-01,SP-6672,SPORTING GOODS,8,2171.83,MIDWEST,IN STORE,SEA-01
TX503143,B6585,2024-05-01,HG-5750,HOME GOODS,8,1903.55,WEST,DELIVERY,LAX-01
TX503144,B7557,2024-05-01,SP-5024,SPORTING GOODS,6,1140.26,SOUTHWEST,IN STORE,NYC-01
TX503145,B6164,2024-05-01,CL-9289,CLOTHING,14,3354.39,NORTHEAST,IN STORE,ATL-01
TX503146,B6427,2024-05-01,el-9727,ELECTRONICS,3,644.66,NORTHEAST,PICKUP,CHI-01
TX503147,B5603,2024-05-01,EL-1615,ELECTRONICS,3,265.14,SOUTHWEST,PICKUP,SEA-01
TX503148,B7461,2024-05-01,CL-3624,CLOTHING,1,297.46,MIDWEST,DELIVERY,CHI-01
TX503149,B6475,2024-05-01,CL-1330,CLOTHING,14,2114.39,MIDWEST,PICKUP,DAL-01
TX503150,B4824,2024-05-02,HG3347,HOME GOODS,10,2563.56,NORTHEAST,DELIVERY,ATL-01
TX503151,B8029,2024-05-02,EL-4379,ELECTRONICS,8,672.14,SOUTHWEST,DELIVERY,ATL-01
TX503152,B1933,2024-05-02,CL7903,CLOTHING,1,261.18,WEST,DELIVERY,CHI-01
TX503153,B9245,2024-05-02,CL-1124,CLOTHING,3,809.03,SOUTHWEST,IN STORE,NYC-01
TX503154,B8504,2024-05-02,SP-6339,SPORTING GOODS,14,1172.45,SOUTHEAST,IN STORE,DAL-01
TX503155,B8712,2024-05-02,OT-3204,OFFICE,6,310.09,SOUTHEAST,PICKUP,DAL-01
TX503156,B2139,2024-05-02,sp-5766,SPORTING GOODS,12,3510.25,NORTHEAST,PICKUP,CHI-01
TX503157,B5156,2024-05-02,OT-2345,OFFICE,12,2379.45, MIDWEST ,IN STORE,ATL-01
TX503158,B4781,2024-05-02,HG-4348,HOME GOODS,2,151.0,MIDWEST,DELIVERY,LAX-01
TX503159,B9295,2024-05-02,EL-5019,ELECTRONICS,3,345.27,SOUTHEAST,IN STORE,DAL-01
TX503160,B2756,2024-05-02,OT1628,OFFICE,12,3039.73,NORTHEAST,IN STORE,LAX-01
TX503161,B5500,2024-05-02,EL-6010,ELECTRONICS,8,1719.16,SOUTHEAST,PICKUP,ATL-01
TX503162,B5052,2024-05-02,CL-3023,CLOTHING,3,144.33,SOUTHEAST,IN STORE,LAX-01
TX503163,B7193,2024-05-02,CL-3351,CLOTHING,13,3030.79,WEST,IN STORE,ATL-01
TX503164,B4126,2024-05-02,SP-7583,SPORTING GOODS,5,898.45,MIDWEST,PICKUP,LAX-01
TX503165,B7106,2024-05-02,CL-8312,CLOTHING,13,3342.8,MIDWEST,PICKUP,DAL-01
TX503166,B8960,2024-05-02,OT-7467,OFFICE,14,2494.76,NORTHEAST,IN STORE,CHI-01
TX503167,B1335,2024-05-02,EL-8431,ELECTRONICS,12,1911.16,MIDWEST,DELIVERY, DAL-01 
TX503168,B8906,2024-05-02,SP-1902,SPORTING GOODS,8,164.07,NORTHEAST,PICKUP,DAL-01
TX503169,B7607,2024-05-02,HG-6030,HOME GOODS,10,1187.34,MIDWEST,PICKUP,LAX-01
TX503170,B1314,2024-05-02,SP-2394,SPORTING GOODS,7,849.15,SOUTHEAST,PICKUP,SEA-01
TX503171,B3890,2024-05-02,CL-6408,CLOTHING,5,301.47,SOUTHEAST,DELIVERY,LAX-01
TX503172,B2695,2024-05-02,EL-2437,ELECTRONICS,1,124.31,NORTHEAST,PICKUP,LAX-01
TX503173,B3090,2024-05-02,EL-5445,ELECTRONICS,6,1342.87,MIDWEST,IN STORE,LAX-01
TX503174,B1052,2024-05-02,OT-7974,OFFICE,7,1046.16,SOUTHEAST,IN STORE,CHI-01
TX503175,B1988,2024-05-02,EL-7440,ELECTRONICS,13,1841.96,SOUTHEAST,IN STORE,DAL-01
TX503176,B9960,2024-05-02,SP-3180,SPORTING GOODS,12,515.61,SOUTHWEST,DELIVERY,NYC-01
TX503177,B3086,2024-05-02,HG-6976,HOME GOODS,8,1446.74,MIDWEST,IN STORE,ATL-01
TX503178,B1455,2024-05-02,CL-7811,CLOTHING,0,2972.03,SOUTHWEST,PICKUP,DAL-01
TX503179,B9525,2024-05-02, EL-6686 ,ELECTRONICS,5,252.54, NORTHEAST ,IN STORE,DAL-01
TX503180,B1341,2024-05-02,OT-4831,OFFICE,5,1092.0,WEST,PICKUP, NYC-01 
TX503181,B5844,2024-05-02,SP-8331,SPORTING GOODS,12,983.94,WEST,PICKUP,NYC-01
TX503182,B2726,2024-05-02,EL-7986,ELECTRONICS,1,195.69,NORTHEAST,PICKUP,SEA-01
TX503183,B7463,2024-05-03,SP-2390,SPORTING GOODS,7,1620.15,MIDWEST,PICKUP,DAL-01
TX503184,B2099,2024-05-03,OT-4984,OFFICE,9,2419.82,SOUTHEAST,IN STORE,NYC-01
TX503185,B8962,2024-05-03,HG-9648,HOME GOODS,7,1657.91,SOUTHEAST,IN STORE,NYC-01
TX503186,B2694,2024-05-03,SP-6589,SPORTING GOODS,9,2044.04,MIDWEST,IN STORE,CHI-01
TX503187,B6459,2024-05-03,OT-2687,OFFICE,1,201.69,NORTHEAST,PICKUP,LAX-01
TX503188,B3005,2024-05-03,EL-6136,ELECTRONICS,3,151.87,SOUTHEAST,DELIVERY,ATL-01
TX503189,B5934,2024-05-03,SP-5077,SPORTING GOODS,12,1139.76,SOUTHEAST,DELIVERY, CHI-01 
TX503190,B9735,2024-05-03,SP-8903,SPORTING GOODS,6,1278.81,WEST,PICKUP,DAL-01
TX503191,B9871,2024-05-03,EL-3465,ELECTRONICS,9,2530.14,WEST,PICKUP,NYC-01
TX503192,B5358,bad_date,SP3625,SPORTING GOODS,6,1528.05,NORTHEAST,DELIVERY,LAX-01
TX503193,B6334,2024-05-03,OT-7950,OFFICE,1,70.94,NORTHEAST,DELIVERY,CHI-01
TX503194,B5449,2024-05-03,OT-4491,OFFICE,3,685.45,MIDWEST,DELIVERY,SEA-01
TX503195,B2553,2024-05-03,CL-4230,OFFICE,5,1490.28,NORTHEAST,PICKUP,NYC-01
TX503196,B8079,2024-05-03,OT-1923,OFFICE,5,1057.52,NORTHEAST,PICKUP,LAX-01
TX503197,B3684,2024-05-03, HG-2785 ,HOME GOODS,13,200.07,WEST,IN STORE,NYC-01
TX503198,B6059,2024-05-03,CL-8097,CLOTHING,13,758.62,MIDWEST,DELIVERY,NYC-01
TX503199,B2287,2024-05-03,OT-8610,OFFICE,6,1220.31,SOUTHEAST,DELIVERY,ATL-01
TX503200,B5873,2024-05-03,EL-4095,ELECTRONICS,7,1061.9,SOUTHEAST,IN STORE,SEA-01
TX503201,B1156,bad_date,CL-4351,CLOTHING,4,245.34,WEST,PICKUP,DAL-01
TX503202,B2984,2024-05-03,HG-1734,HOME GOODS,11,1351.46, WEST ,IN STORE,NYC-01
TX503203,B4806,2024-05-03,CL-5089,CLOTHING,10,1116.41,SOUTHEAST,PICKUP,NYC-01
TX503204,B7061,2024-05-03,EL-6992,ELECTRONICS,5,692.35,WEST,PICKUP,ATL-01
TX503205,B5121,2024-05-03,OT-9184,OFFICE,1,202.93,SOUTHEAST,PICKUP,ATL-01
TX503206,B2647,2024-05-03,OT-6499,OFFICE,11,3083.04,MIDWEST,DELIVERY,CHI-01
TX503207,B4770,2024-05-03,EL-1210,ELECTRONICS,9,1530.24,SOUTHWEST,PICKUP,ATL-01
TX503208,B7323,2024-05-03,OT-7392,OFFICE,13,2437.32,WEST,DELIVERY,NYC-01
TX503209,B7506,2024-05-03, SP-8701 ,SPORTING GOODS,12,897.13,SOUTHEAST,PICKUP,CHI-01
TX503210,B6134,2024-05-04,CL-4651,CLOTHING,8,1213.17,SOUTHEAST,PICKUP,NYC-01
TX503211,B2278,2024-05-04,EL-6595,ELECTRONICS,9,188.06,NORTHEAST,PICKUP, NYC-01 
TX503212,B5178,2024-05-04,OT-2242,OFFICE,8,1161.47,MIDWEST,IN STORE,SEA-01
TX503213,B5574,2024-05-04,CL-9970,CLOTHING,8,275.46,SOUTHEAST,IN STORE,ATL-01
TX503214,B9115,2024-05-04,CL-1898,CLOTHING,14,966.48,NORTHEAST,PICKUP,SEA-01
TX503215,B2500,2024-05-04,SP-5184,OFFICE,4,362.54,NORTHEAST,PICKUP,LAX-01
TX503216,B8481,2024-05-04,EL-4178,ELECTRONICS,7,1163.93,NORTHEAST,DELIVERY,NYC-01
TX503217,B4182,2024-05-04,SP8744,SPORTING GOODS,14,2683.58,WEST,DELIVERY,NYC-01
TX503218,B5875,2024-05-04,SP-8415,SPORTING GOODS,6,342.4,WEST,PICKUP,ATL-01
TX503219,B6322,2024-05-04,SP-8721,SPORTING GOODS,14,2160.76,MIDWEST,PICKUP,NYC-01
TX503220,B7001,2024-05-04,SP-1260,SPORTING GOODS,2,401.0,MIDWEST,IN STORE,DAL-01
TX503221,B8029,2024-05-04,OT-3527,OFFICE,4,976.84,WEST,DELIVERY,CHI-01
TX503222,B3296,2024-05-04,HG7543,HOME GOODS,8,1440.28,SOUTHWEST,PICKUP,ATL-01
TX503223,B6370,2024-05-04,EL-1741,ELECTRONICS,13,553.09,NORTHEAST,PICKUP,ATL-01
TX503224,B1600,2024-05-04,HG-2805,HOME GOODS,11,1262.65,WEST,DELIVERY,SEA-01
TX503225,B5353,2024-05-04,SP-9933,SPORTING GOODS,4,1077.9,SOUTHEAST,DELIVERY,SEA-01
TX503226,B1580,2024-05-04,EL-1961,ELECTRONICS,4,1079.92,NORTHEAST,DELIVERY,DAL-01
TX503227,B2667,2024-05-04,HG-8205,HOME GOODS,6,510.3,SOUTHEAST,IN STORE,ATL-01
TX503228,B7284,2024-05-04,HG-6091,HOME GOODS,9,2684.04,SOUTHEAST,PICKUP,LAX-01
TX503229,B3458,2024-05-04,OT-1995,OFFICE,3,296.21,MIDWEST,IN STORE,ATL-01
TX503230,B4392,2024-05-04,EL-6618,ELECTRONICS,14,644.19,MIDWEST,DELIVERY,CHI-01
TX503231,B6333,2024-05-04,SP-6485,SPORTING GOODS,6,964.48,SOUTHWEST,DELIVERY,LAX-01
TX503232,B5706,2024-05-04,EL7551,OFFICE,9,2273.52,MIDWEST,PICKUP,SEA-01
TX503233,B2790,2024-05-04,SP-6912,SPORTING GOODS,2,303.9,SOUTHEAST,PICKUP,LAX-01
TX503234,B3614,2024-05-04, HG-2565 ,HOME GOODS,11,3261.93,MIDWEST,IN STORE,LAX-01
TX503235,B3085,2024-05-04,EL-4930,ELECTRONICS,9,2680.66,SOUTHWEST,IN STORE,LAX-01
TX503236,B3961,2024-05-04,CL-4142,CLOTHING,3,660.94,MIDWEST,IN STORE,LAX-01
TX503237,B7991,2024-05-04,CL-4124,CLOTHING,5,536.55,SOUTHEAST,IN STORE,NYC-01
TX503238,B1831,2024-05-04,OT-3752,OFFICE,11,2924.87,SOUTHWEST,DELIVERY,NYC-01
TX503239,B8668,2024-05-04,CL-9258,CLOTHING,5,783.59,WEST,DELIVERY,
TX503240,B6624,2024-05-04,HG-3284,HOME GOODS,2,158.58,MIDWEST,IN STORE,NYC-01
TX503241,B8989,2024-05-05,OT-9816,OFFICE,7,2061.19,NORTHEAST,DELIVERY,NYC-01
TX503242,B4657,2024-05-05,HG-9873,HOME GOODS,3,92.55,WEST,DELIVERY,LAX-01
TX503243,B2411,2024-05-05,SP-4595,SPORTING GOODS,9,2309.42,SOUTHWEST,DELIVERY,DAL-01
TX503244,B7245,2024-05-05,HG-6641,HOME GOODS,11,2822.05,SOUTHEAST,IN STORE,ATL-01
TX503245,B4944,2024-05-05,OT-3633,OFFICE,3,658.84,NORTHEAST,IN STORE,SEA-01
TX503246,B6664,2024-05-05,EL-9883,ELECTRONICS,7,429.3,SOUTHWEST,PICKUP,LAX-01
TX503247,B1101,2024-05-05,HG-8691,HOME GOODS,10,-2703.04,MIDWEST,PICKUP,NYC-01
TX503248,B5549,2024-05-05,CL-3839,CLOTHING,13,2476.8,WEST,IN STORE,DAL-01
TX503249,B2064,2024-05-05,OT-6654,OFFICE,13,3489.11,MIDWEST,DELIVERY,CHI-01
TX503250,B3879,2024-05-05,OT-5623,OFFICE,3,377.24,WEST,IN STORE,DAL-01
TX503251,B6600,2024-05-05,SP-8807,SPORTING GOODS,9,2625.07,SOUTHWEST,PICKUP,DAL-01
TX503252,B7855,2024-05-05,CL-3795,CLOTHING,3,193.92,SOUTHWEST,PICKUP,NYC-01
TX503253,B3985,2024-05-05,OT-2664,OFFICE,14,3723.0,NORTHEAST,IN STORE,LAX-01
TX503254,B6487,2024-05-05,SP-8657,SPORTING GOODS,4,561.42,MIDWEST,DELIVERY,ATL-01
TX503255,B8037,2024-05-05,CL-9732,CLOTHING,14,2516.71,SOUTHWEST,IN STORE,SEA-01
TX503256,B2237,2024-05-05,CL-3391,CLOTHING,5,651.72,NORTHEAST,DELIVERY,CHI-01
TX503257,B3309,2024-05-05,OT-9574,OFFICE,13,2886.95,SOUTHWEST,DELIVERY,NYC-01
TX503258,B5887,2024-05-05,EL-1123,ELECTRONICS,1,114.29,WEST,IN STORE,CHI-01
TX503259,B8134,2024-05-05,OT-2354,OFFICE,6,1471.98,WEST,PICKUP,LAX-01
TX503260,B9959,2024-05-05,SP-6628,SPORTING GOODS,8,1752.55,SOUTHEAST,DELIVERY,NYC-01
TX503261,B6594,2024-05-05,CL-9431,CLOTHING,2,136.06,MIDWEST,PICKUP,NYC-01
TX503262,B2902,2024-05-05,EL-9673,ELECTRONICS,8,1509.71,MIDWEST,IN STORE,CHI-01
TX503263,B5479,2024-05-05,EL-9209,ELECTRONICS,4,1042.07,WEST,DELIVERY,CHI-01
TX503264,B5079,2024-05-05,SP-4148,SPORTING GOODS,10,2279.77,MIDWEST,PICKUP,CHI-01
TX503265,B3245,2024-05-05,SP-1597,SPORTING GOODS,9,2418.59,MIDWEST,PICKUP,NYC-01
TX503266,B8375,2024-05-05,OT-7347,OFFICE,8,2295.86,SOUTHEAST,DELIVERY,ATL-01
TX503267,B1073,2024-05-05,HG-2292,HOME GOODS,4,1038.24,SOUTHEAST,IN STORE,ATL-01
TX503268,B6009,2024-05-05,OT-8131,OFFICE,14,2076.24,MIDWEST,IN STORE,ATL-01
TX503269,B7464,2024-05-05,OT-1587,OFFICE,12,2288.51,MIDWEST,PICKUP,CHI-01
TX503270,B8750,2024-05-05,SP-9318,SPORTING GOODS,8,800.96,NORTHEAST,IN STORE,LAX-01
TX503271,B3183,2024-05-05,SP-6010,SPORTING GOODS,2,360.78,NORTHEAST,PICKUP,DAL-01
TX503272,B6423,2024-05-06,CL-4468,CLOTHING,11,2825.83,SOUTHEAST,DELIVERY,DAL-01
TX503273,B7778,2024-05-06,CL-3319,CLOTHING,4,381.64,SOUTHEAST,PICKUP,DAL-01
TX503274,B4833,2024-05-06,EL-8232,ELECTRONICS,1,27.31,SOUTHEAST,DELIVERY,DAL-01
TX503275,B1400,2024-05-06,OT-1347,OFFICE,7,1999.26,NORTHEAST,PICKUP,SEA-01
TX503276,B8391,2024-05-06,OT-1835,OFFICE,5,1241.52,WEST,IN STORE,SEA-01
TX503277,B9260,2024-05-06,CL9928,CLOTHING,4,84.36,WEST,DELIVERY,LAX-01
TX503278,B5991,2024-05-06,CL-1607,CLOTHING,11,1703.09,SOUTHWEST,IN STORE,NYC-01
TX503279,B8726,2024-05-06,OT-8732,OFFICE,13,1809.09,MIDWEST,IN STORE,SEA-01
TX503280,B1370,2024-05-06,OT-9179,OFFICE,3,264.03,WEST,DELIVERY,NYC-01
TX503281,B9907,2024-05-06,HG-5791,HOME GOODS,12,1634.27,SOUTHEAST,PICKUP,SEA-01
TX503282,B5312,2024-05-06,OT-6546,OFFICE,7,466.17,SOUTHWEST,IN STORE,DAL-01
TX503283,B2011,2024-05-06,HG-8943,HOME GOODS,12,1016.31,NORTHEAST,DELIVERY,SEA-01
TX503284,B5337,2024-05-06,EL-9263,ELECTRONICS,1,151.27,NORTHEAST,PICKUP,NYC-01
TX503285,B6967,2024-05-06,OT-1614,OFFICE,14,1308.72,WEST,PICKUP,CHI-01
TX503286,B2601,2024-05-06,SP-8545,SPORTING GOODS,13,1162.35,MIDWEST,IN STORE,SEA-01
TX503287,B6271,2024-05-06,CL-6151,CLOTHING,10,2373.58,WEST,IN STORE,ATL-01
TX503288,B4169,2024-05-06,OT-6301,OFFICE,11,1948.86,MIDWEST,IN STORE,NYC-01
TX503289,B6232,2024-05-06,SP-8619,SPORTING GOODS,10,1488.75,SOUTHEAST,DELIVERY,DAL-01
TX503290,B3881,2024-05-06,HG1175,HOME GOODS,11,2250.63,WEST,IN STORE,
TX503291,B9026,2024-05-06,HG-5331,HOME GOODS,14,1413.97,SOUTHWEST,PICKUP,LAX-01
TX503292,B1844,2024-05-06,HG-4187,HOME GOODS,1,270.43,MIDWEST,PICKUP,CHI-01
TX503293,B7740,2024-05-06,CL-5462,CLOTHING,5,1175.51,WEST,IN STORE,DAL-01
TX503294,B6598,2024-05-06,HG-7524,HOME GOODS,12,2428.8,MIDWEST,PICKUP,SEA-01
TX503295,B2554,2024-05-06,OT-9628,OFFICE,6,1307.3,WEST,DELIVERY,NYC-01
TX503296,B8509,2024-05-06,OT-2406,OFFICE,5,284.46,SOUTHEAST,PICKUP,DAL-01
TX503297,B3866,2024-05-06,OT-4822,OFFICE,8,2072.39,NORTHEAST,DELIVERY,DAL-01
TX503298,B2624,2024-05-07,EL-5973,ELECTRONICS,7,541.0,WEST,IN STORE,NYC-01
TX503299,B1177,2024-05-07,CL-6422,CLOTHING,9,1136.97,WEST,DELIVERY,DAL-01
TX503300,B5969,2024-05-07,CL-7320,CLOTHING,14,1113.49,WEST,PICKUP,DAL-01
TX503301,B6056,2024-05-07,CL-6102,CLOTHING,8,149.79,SOUTHWEST,PICKUP,DAL-01
TX503302,B4095,2024-05-07,OT-9686,OFFICE,6,865.94,MIDWEST,IN STORE,DAL-01
TX503303,B6546,2024-05-07,EL-9164,ELECTRONICS,12,2006.16,WEST,IN STORE,NYC-01
TX503304,B1356,2024-05-07,HG-8777,HOME GOODS,4,1148.69,SOUTHWEST,DELIVERY,CHI-01
TX503305,B1612,2024-05-07,EL-9740,ELECTRONICS,13,1123.68,NORTHEAST,DELIVERY,SEA-01
TX503306,B7271,2024-05-07,CL-9894,CLOTHING,14,1864.22,MIDWEST,IN STORE,LAX-01
TX503307,B7287,2024-05-07,OT-3996,OFFICE,14,609.5,WEST,DELIVERY,DAL-01
TX503308,B9047,2024-05-07,OT-3929,OFFICE,5,126.99,WEST,IN STORE,NYC-01
TX503309,B2545,2024-05-07,OT9123,OFFICE,3,139.92, NORTHEAST ,IN STORE,ATL-01
TX503310,B8431,2024-05-07,CL-1093,CLOTHING,14,3908.86,SOUTHWEST,DELIVERY,CHI-01
TX503311,B1295,2024-05-07,SP-6323,SPORTING GOODS,14,1234.35,NORTHEAST,PICKUP,NYC-01
TX503312,B2646,2024-05-07,EL-3099,ELECTRONICS,2,116.01,NORTHEAST,IN STORE,LAX-01
TX503313,B2161,2024-05-07,CL-3171,CLOTHING,1,204.12,SOUTHWEST,IN STORE,CHI-01
TX503314,B2158,2024-05-07,HG7058,HOME GOODS,10,345.61,WEST,IN STORE,SEA-01
TX503315,B1974,2024-05-07,OT-4803,OFFICE,11,948.4,MIDWEST,DELIVERY,SEA-01
TX503316,B9808,2024-05-07,OT-4200,OFFICE,7,1357.85,SOUTHWEST,DELIVERY,SEA-01
TX503317,B9664,2024-05-07,SP-9249,SPORTING GOODS,2,481.67,SOUTHWEST,DELIVERY,ATL-01
TX503318,B1207,2024-05-07,EL-1919,ELECTRONICS,12,1513.69,SOUTHWEST,PICKUP,SEA-01
TX503319,B4278,2024-05-07,OT-6189,OFFICE,14,2705.64,SOUTHWEST,IN STORE,CHI-01
TX503320,B5904,2024-05-07,SP-4832,SPORTING GOODS,1,202.37,WEST,PICKUP,CHI-01
TX503321,B9255,2024-05-07,HG8802,HOME GOODS,11,2566.61,MIDWEST,IN STORE,ATL-01
TX503322,B5915,2024-05-07,OT-6873,OFFICE,10,642.3,NORTHEAST,DELIVERY,CHI-01
TX503323,B4212,2024-05-07,EL-9119,ELECTRONICS,13,1006.94,WEST,DELIVERY,DAL-01
TX503324,B9362,2024-05-08,HG-1437,HOME GOODS,0,1142.9,WEST,DELIVERY,CHI-01
TX503325,B2990,2024-05-08,EL-7060,ELECTRONICS,10,2900.24,MIDWEST,DELIVERY,LAX-01
TX503326,B5750,2024-05-08,CL-3764,CLOTHING,13,2726.43,SOUTHEAST,DELIVERY,ATL-01
TX503327,B8241,2024-05-08,HG-8202,HOME GOODS,7,1073.82,SOUTHEAST,PICKUP,CHI-01
TX503328,B6450,2024-05-08,SP-2437,SPORTING GOODS,14,3177.9,NORTHEAST,IN STORE,SEA-01
TX503329,B3948,2024-05-08,CL-5819,CLOTHING,9,1599.45, SOUTHEAST ,DELIVERY,ATL-01
TX503330,B6606,2024-05-08,HG-2457,HOME GOODS,13,706.82,WEST,IN STORE,DAL-01
TX503331,B5684,2024-05-08,CL-7539,CLOTHING,10,934.95,WEST,PICKUP,LAX-01
TX503332,B3531,2024-05-08,CL-6142,CLOTHING,8,1188.58,MIDWEST,IN STORE,NYC-01
TX503333,B3253,2024-05-08,OT-4826,OFFICE,11,2358.14,WEST,DELIVERY,CHI-01
TX503334,B9151,2024-05-08,SP-9866,SPORTING GOODS,11,2561.61,MIDWEST,IN STORE,ATL-01
TX503335,B2293,2024-05-08,CL-1107,CLOTHING,1,253.28,SOUTHWEST,IN STORE,ATL-01
TX503336,B2396,2024-05-08,HG-9457,HOME GOODS,6,360.08,NORTHEAST,IN STORE,ATL-01
TX503337,B3632,2024-05-08,HG-7333,HOME GOODS,6,1704.91,SOUTHEAST,PICKUP,LAX-01
TX503338,B4428,2024-05-08,OT-8136,OFFICE,6,1046.25,SOUTHEAST,IN STORE,LAX-01
TX503339,B7777,2024-05-08,SP-9443,SPORTING GOODS,2,420.07,NORTHEAST,IN STORE,NYC-01
TX503340,B8996,2024-05-08,OT-9538,OFFICE,8,2151.46,MIDWEST,IN STORE,NYC-01
TX503341,B1926,2024-05-08,CL-9637,CLOTHING,6,899.2,MIDWEST,IN STORE,ATL-01
TX503342,B5572,2024-05-08,HG-9847,HOME GOODS,9,2636.39,SOUTHEAST,DELIVERY,CHI-01
TX503343,B2317,2024-05-08,CL-4174,CLOTHING,12,2756.82,SOUTHWEST,PICKUP,CHI-01
TX503344,B7885,2024-05-08,SP2942,SPORTING GOODS,6,1323.05,NORTHEAST,PICKUP,SEA-01
TX503345,B3619,2024-05-09,SP-9933,SPORTING GOODS,2,382.76, SOUTHWEST ,DELIVERY,CHI-01
TX503346,B1096,2024-05-09,CL-8548,CLOTHING,9,1858.34,SOUTHWEST,DELIVERY,CHI-01
TX503347,B7261,2024-05-09,SP9485,OFFICE,10,301.17,WEST,DELIVERY,CHI-01
TX503348,B4978,2024-05-09,OT-8703,OFFICE,8,1221.89,NORTHEAST,DELIVERY,SEA-01
TX503349,B1966,2024-05-09,OT-3957,OFFICE,2,80.6,WEST,IN STORE,ATL-01
TX503350,B1102,2024-05-09,EL-2789,ELECTRONICS,6,917.06,WEST,IN STORE,ATL-01
TX503351,B4000,2024-05-09,HG-4307,HOME GOODS,2,508.39,SOUTHWEST,PICKUP,LAX-01
TX503352,B5962,2024-05-09,OT-1409,OFFICE,14,1901.57,SOUTHWEST,DELIVERY,LAX-01
TX503353,B4818,2024-05-09,CL-2980,CLOTHING,9,304.33,SOUTHWEST,IN STORE,LAX-01
TX503354,B3031,2024-05-09,SP-1733,SPORTING GOODS,11,3290.07,WEST,DELIVERY,LAX-01
