user_id,activity_date,purchase_amount
user218,2023-11-07,0.0
user219,2023-07-23,0.0
user219,2023-07-24,0.0
user219,2023-08-07,63.21
user219,2023-08-31,0.0
user219,2023-09-04,197.53
user219,2023-09-15,0.0
user219,2023-10-29,0.0
user219,2023-11-13,221.8
user220,2023-09-06,81.3
user220,2023-10-28,0.0
user220,2023-10-30,350.1
user220,2023-11-01,0.0
user220,2023-12-20,112.71
user220,2023-12-27,0.0
user221,2023-10-30,478.26
user221,2023-11-01,525.31
user221,2023-11-15,154.71
user221,2023-11-23,254.74
user221,2023-12-28,0.0
user221,2023-12-31,0.0
user221,2024-02-28,224.42
user222,2023-12-20,317.01
user222,2023-12-24,36.0
user222,2024-01-10,487.33
user222,2024-01-31,251.79
user222,2024-04-22,456.61
user222,2024-04-22,0.0
user223,2023-08-23,152.15
user223,2023-10-13,466.23
user223,2023-10-13,424.52
user223,2023-12-01,0.0
user223,2024-01-02,91.11
user224,2023-08-03,349.36
user224,2023-08-07,0.0
user224,2023-08-14,306.96
user224,2023-10-18,210.37
user225,2023-06-07,0.0
user225,2023-06-30,582.54
user225,2023-07-21,346.43
user225,2023-08-09,307.11
user226,2023-10-22,154.95
user226,2023-12-31,203.93
user226,2024-01-08,183.77
user227,2023-12-03,614.95
user227,2023-12-13,24.78
user227,2023-12-28,282.27
user227,2024-02-12,0.0
user227,2024-03-21,348.41
user227,2024-04-04,0.0
user228,2023-11-09,73.58
user228,2023-11-12,420.71
user228,2023-11-24,373.72
user228,2024-01-08,342.43
user228,2024-03-19,442.59
user229,2023-12-23,375.7
user229,2023-12-28,0.0
user229,2024-01-02,382.66
user230,2023-05-21,0.0
user230,2023-05-29,345.42
user230,2023-06-11,105.1
user230,2023-06-19,47.83
user231,2023-08-19,65.53
user231,2023-08-29,124.56
user231,2023-09-22,128.58
user231,2023-09-24,150.55
user231,2023-09-29,42.22
user231,2023-10-07,421.8
user231,2023-10-09,0.0
user231,2023-12-09,506.09
user232,2023-09-29,0.0
user232,2023-10-26,141.99
user232,2023-10-29,429.8
user232,2023-11-19,215.77
user232,2023-12-20,266.82
user232,2024-01-14,0.0
user232,2024-01-25,0.0
user232,2024-02-11,206.6
user232,2024-02-21,137.9
user233,2023-07-01,317.32
user233,2023-07-26,74.8
user233,2023-09-14,350.34
user233,2023-10-01,76.27
user233,2023-10-21,111.66
user234,2023-05-29,56.22
user234,2023-06-09,0.0
user234,2023-06-15,18.86
user234,2023-07-16,520.34
user234,2023-07-29,0.0
user234,2023-08-29,0.0
user235,2023-08-19,55.66
user235,2023-08-22,348.24
user235,2023-08-31,267.1
user235,2023-09-04,110.46
user235,2023-10-06,141.87
user235,2023-12-15,92.34
user235,2024-01-05,69.25
user236,2023-06-19,589.09
user236,2023-08-05,0.0
user236,2023-08-08,0.0
user236,2023-08-21,221.92
user236,2023-08-22,80.28
user236,2023-09-29,295.19
user236,2023-10-13,0.0
user237,2023-09-05,0.0
user237,2024-01-01,0.0
user238,2024-01-10,0.0
user238,2024-01-15,399.22
user238,2024-03-04,229.6
user240,2023-10-29,0.0
user240,2023-11-21,0.0
user240,2023-12-04,373.36
user240,2024-03-12,266.97
user241,2023-09-06,280.26
user242,2023-10-10,367.9
user242,2023-10-15,173.35
user242,2023-10-31,0.0
user242,2023-11-03,568.39
user242,2023-11-07,83.03
user242,2023-11-18,245.27
user242,2023-11-23,263.92
user242,2023-11-23,0.0
user242,2023-11-29,497.62
user242,2023-11-30,215.19
user242,2023-12-03,133.45
user242,2023-12-10,0.0
user242,2024-01-13,179.58
user242,2024-02-05,214.62
user244,2023-07-01,174.71
user244,2023-07-13,0.0
user244,2023-08-23,293.38
user244,2023-09-02,296.28
user244,2023-09-03,0.0
user245,2023-06-28,570.34
user245,2023-07-13,515.57
user245,2023-07-15,0.0
user245,2023-07-25,0.0
user245,2023-08-01,183.19
user245,2023-08-05,0.0
user245,2023-08-11,343.16
user245,2023-08-12,221.1
user245,2023-08-14,140.62
user245,2023-09-23,89.63
user246,2024-02-11,300.08
user246,2024-02-12,402.27
user246,2024-02-18,0.0
user246,2024-03-08,345.32
user246,2024-05-06,321.73
user246,2024-06-06,110.24
user247,2023-08-18,156.98
user247,2023-08-26,233.79
user247,2023-09-06,0.0
user247,2023-09-07,348.15
user247,2023-09-28,0.0
user247,2023-11-02,0.0
user247,2023-11-19,446.14
user247,2023-12-27,562.24
user248,2024-01-02,124.69
user248,2024-01-20,520.78
user248,2024-02-22,414.42
user248,2024-02-28,0.0
user248,2024-03-18,239.2
user248,2024-04-13,403.71
user249,2023-06-09,0.0
user249,2023-06-12,349.21
user249,2023-06-20,0.0
user249,2023-06-20,0.0
user249,2023-06-22,301.8
user249,2023-07-18,460.19
user249,2023-08-08,79.83
user249,2023-10-23,42.67
user250,2023-03-13,298.97
user250,2023-03-21,181.63
user250,2023-03-31,0.0
user250,2023-05-17,0.0
user250,2023-05-28,0.0
user250,2023-06-10,225.64
user251,2024-01-09,0.0
user251,2024-01-10,0.0
user251,2024-01-16,0.0
user251,2024-01-25,505.81
user251,2024-01-26,526.72
user251,2024-03-03,0.0
user251,2024-04-09,381.59
user251,2024-04-09,0.0
user251,2024-05-25,560.09
user252,2024-02-22,0.0
user252,2024-03-06,133.58
user252,2024-03-09,424.63
user252,2024-05-24,197.87
user252,2024-06-20,0.0
user253,2023-06-12,94.27
user253,2023-07-05,84.44
user253,2023-07-15,250.38
user254,2023-11-06,570.96
user254,2023-12-19,169.91
user254,2024-02-06,0.0
user255,2023-07-03,0.0
user255,2023-07-25,96.51
user255,2023-08-09,154.0
user255,2023-10-14,0.0
user256,2023-12-08,423.33
user257,2023-05-23,58.76
user257,2023-06-03,329.65
user257,2023-06-22,0.0
user257,2023-06-26,0.0
user257,2023-07-07,223.63
user257,2023-07-18,296.48
user257,2023-08-31,443.86
user257,2023-09-18,128.95
user258,2023-12-23,347.31
user259,2023-10-15,298.84
user259,2023-10-16,0.0
user259,2023-11-20,284.87
user259,2023-11-23,62.86
user259,2023-11-24,0.0
user259,2023-12-06,305.87
user259,2023-12-22,254.23
user259,2023-12-27,582.81
user259,2023-12-29,202.03
user259,2024-01-21,0.0
user260,2023-07-04,282.88
user261,2024-01-12,129.62
user261,2024-02-07,464.98
user261,2024-02-11,352.19
user261,2024-02-29,209.02
user261,2024-03-31,0.0
user261,2024-05-05,0.0
user261,2024-05-24,428.23
user262,2023-06-01,525.22
user262,2023-06-11,552.18
user262,2023-06-16,469.49
user262,2023-06-26,0.0
user262,2023-07-08,79.21
user262,2023-10-09,65.66
user263,2023-05-12,0.0
user263,2023-06-22,0.0
user263,2023-07-13,203.55
user263,2023-07-20,381.1
user264,2023-03-15,271.78
user264,2023-06-20,203.43
user265,2023-12-09,576.07
user265,2023-12-11,282.47
user265,2023-12-22,0.0
user265,2024-01-09,0.0
user265,2024-03-02,0.0
user265,2024-03-07,0.0
user265,2024-03-12,0.0
user265,2024-04-25,64.4
user266,2023-10-28,368.82
user267,2023-07-03,0.0
user267,2023-07-05,14.2
user267,2023-07-16,69.37
user267,2023-07-17,102.7
user267,2023-07-24,339.49
user267,2023-08-17,221.96
user267,2023-09-11,24.41
user268,2023-03-28,282.84
user268,2023-04-28,146.64
user270,2023-03-12,0.0
user270,2023-05-17,393.43
user270,2023-05-20,571.64
user271,2023-09-20,0.0
user271,2023-11-04,181.2
user271,2023-11-19,173.03
user271,2024-01-29,401.73
user272,2023-05-18,0.0
user272,2023-05-20,0.0
user272,2023-09-02,167.59
user272,2023-09-25,304.3
user273,2023-08-03,22.24
user273,2023-09-07,0.0
user274,2023-12-04,0.0
user274,2023-12-22,469.34
user274,2024-01-10,0.0
user274,2024-01-27,238.93
user274,2024-03-05,0.0
user274,2024-03-20,304.69
user275,2023-11-20,279.53
user275,2023-11-27,431.94
user275,2023-12-21,350.74
user275,2023-12-22,299.06
user276,2023-06-11,359.64
user276,2023-06-23,502.96
user276,2023-08-21,0.0
user276,2023-10-08,0.0
user276,2023-11-06,0.0
user277,2023-07-19,133.29
user278,2023-04-24,160.42
user278,2023-06-14,591.98
user278,2023-06-25,480.87
user278,2023-07-06,318.53
user278,2023-07-12,465.47
user278,2023-07-17,0.0
user278,2023-08-10,19.35
user279,2023-07-27,0.0
user279,2023-09-24,61.18
user280,2023-07-20,316.38
user280,2023-07-23,339.41
user280,2023-08-24,427.38
user280,2023-09-03,290.66
user280,2023-10-31,146.15
user280,2023-11-06,0.0
user281,2023-07-29,199.58
user281,2023-08-24,227.32
user281,2023-10-18,251.83
user282,2023-04-21,437.66
user282,2023-05-06,0.0
user282,2023-05-10,159.68
user282,2023-05-13,93.0
user282,2023-05-22,212.31
user282,2023-05-30,384.03
user282,2023-06-06,0.0
user282,2023-06-10,116.61
user282,2023-06-30,635.58
user282,2023-07-03,124.01
user282,2023-07-31,297.39
user283,2023-05-29,527.44
user283,2023-06-08,0.0
user283,2023-06-08,83.32
user283,2023-06-13,195.42
user283,2023-06-14,27.38
user283,2023-06-27,0.0
user283,2023-07-08,0.0
user283,2023-07-10,231.69
user283,2023-07-12,323.64
user283,2023-09-08,133.72
user283,2023-09-17,0.0
user283,2023-10-12,0.0
user284,2023-09-02,70.42
user285,2024-01-14,367.71
user285,2024-04-02,142.34
user285,2024-04-15,509.86
user285,2024-05-28,275.74
user287,2023-09-19,255.85
user287,2023-10-03,58.87
user287,2023-10-16,88.55
user287,2023-11-04,132.5
user287,2023-11-30,0.0
user287,2023-12-11,453.7
user287,2023-12-17,116.22
user287,2024-01-29,387.34
user288,2023-05-24,0.0
user288,2023-06-11,434.21
user288,2023-06-16,607.58
user288,2023-06-21,81.11
user288,2023-06-25,0.0
user288,2023-07-21,248.62
user288,2023-07-23,193.15
user290,2023-08-12,176.65
user290,2023-08-30,0.0
user290,2023-09-20,72.4
user290,2023-10-21,232.96
user291,2024-02-21,408.69
user291,2024-02-25,89.37
user291,2024-03-20,371.24
user291,2024-03-22,264.8
user292,2024-01-15,526.59
user292,2024-02-12,0.0
user292,2024-03-15,199.66
user293,2023-09-28,0.0
user293,2023-10-03,194.43
user294,2024-03-14,352.56
user295,2023-07-14,223.02
user295,2023-08-25,177.95
user295,2023-09-06,249.62
user295,2023-09-13,56.19
user295,2023-09-30,0.0
user295,2023-10-16,243.48
user295,2023-10-18,0.0
user295,2023-12-03,0.0
user296,2023-09-10,0.0
user296,2023-09-14,306.56
user296,2023-09-29,15.76
user296,2023-10-08,102.14
user296,2023-10-27,0.0
user297,2023-08-30,0.0
user298,2023-08-20,262.67
user298,2023-09-08,37.61
user299,2023-05-01,478.78
user299,2023-05-15,384.82
user299,2023-06-07,0.0
user299,2023-06-11,263.2
user299,2023-07-14,423.89
user299,2023-08-23,0.0
user300,2023-11-17,535.75
user300,2023-11-24,0.0
user300,2024-02-06,0.0
user301,2023-11-26,151.91
user301,2024-02-26,197.99
user301,2024-03-14,0.0
user302,2023-12-04,133.46
user302,2023-12-05,506.19
user302,2023-12-29,271.51
user302,2024-01-21,42.35
user302,2024-02-15,376.92
user302,2024-02-25,342.84
user302,2024-04-05,0.0
user303,2023-06-22,0.0
user304,2023-11-30,0.0
user304,2023-12-07,568.46
user305,2023-06-10,0.0
user305,2023-07-02,137.29
user305,2023-07-29,69.54
user305,2023-08-01,0.0
user305,2023-10-06,260.6
user305,2023-10-20,377.12
user305,2023-10-28,0.0
user306,2023-03-13,279.49
user306,2023-03-23,240.35
user306,2023-05-01,190.6
user306,2023-05-22,403.1
user307,2023-08-10,216.76
user307,2023-10-03,214.25
user307,2023-10-06,340.95
user307,2023-10-17,257.27
user307,2023-10-24,26.8
user307,2023-11-07,353.69
user307,2023-12-21,382.52
user308,2023-04-02,170.61
user309,2023-10-12,28.5
user309,2023-10-20,315.35
user309,2023-11-23,448.32
user309,2023-12-06,161.5
user309,2024-02-19,341.19
user310,2023-07-25,69.13
user310,2023-08-22,0.0
user310,2023-09-06,253.58
user311,2023-06-26,358.0
user312,2023-09-29,23.39
user313,2023-03-27,458.8
user313,2023-06-20,448.08
user314,2023-11-27,532.52
user314,2023-11-28,0.0
user314,2023-12-10,0.0
user314,2024-02-17,436.19
user314,2024-02-19,446.17
user314,2024-03-16,445.21
user315,2023-11-09,262.53
user315,2023-12-24,0.0
user316,2023-05-09,0.0
user317,2023-09-20,44.22
user317,2023-10-18,366.52
user317,2023-10-19,446.62
user317,2024-01-05,84.43
user318,2023-11-10,517.1
user318,2023-11-15,245.77
user318,2023-12-05,142.23
user318,2024-01-11,126.35
user318,2024-01-30,0.0
user318,2024-03-30,54.71
user318,2024-03-30,173.01
user319,2024-01-04,32.82
user320,2023-05-11,108.45
user320,2023-05-17,0.0
user320,2023-06-22,541.83
user320,2023-06-22,490.0
user320,2023-07-05,218.08
user320,2023-07-17,201.82
user320,2023-07-22,378.34
user320,2023-08-11,334.67
user321,2023-12-23,0.0
user321,2024-02-24,0.0
user322,2023-12-28,0.0
user322,2024-01-23,0.0
user322,2024-02-05,263.3
user322,2024-02-10,244.84
user322,2024-03-12,103.5
user323,2023-12-05,286.95
user323,2023-12-31,0.0
user323,2024-01-07,0.0
user323,2024-02-26,135.52
user323,2024-02-28,0.0
user323,2024-03-06,240.47
user324,2023-07-15,0.0
user324,2023-07-22,358.66
user324,2023-07-24,500.35
user324,2023-08-16,0.0
user324,2023-10-08,324.95
user325,2023-02-07,280.74
user325,2023-02-24,385.52
user325,2023-03-26,0.0
user325,2023-04-03,378.93
user325,2023-04-18,0.0
user326,2023-03-14,442.04
user326,2023-03-18,226.82
user326,2023-03-24,236.27
user326,2023-04-03,0.0
user326,2023-04-23,0.0
user326,2023-05-06,0.0
user326,2023-06-28,0.0
user328,2023-04-13,315.15
user328,2023-06-01,269.01
user328,2023-06-26,589.72
user328,2023-07-15,298.93
user328,2023-08-14,343.63
user329,2023-03-05,67.75
user330,2023-07-23,0.0
user330,2023-08-09,242.63
user330,2023-09-02,18.57
user330,2023-09-15,132.12
user330,2023-09-18,148.25
user330,2023-09-23,255.95
user330,2023-10-18,0.0
user330,2023-11-07,115.03
user331,2023-10-28,0.0
user331,2023-12-30,0.0
user332,2023-07-08,0.0
user332,2023-07-17,319.24
user332,2023-07-19,144.32
user332,2023-08-04,0.0
user332,2023-08-26,235.0
user332,2023-09-02,297.39
user332,2023-09-02,0.0
user332,2023-09-20,0.0
user332,2023-09-29,245.55
user332,2023-10-19,274.02
user332,2023-10-26,446.81
user333,2023-05-22,0.0
user334,2023-02-08,0.0
user334,2023-02-19,198.69
user334,2023-02-28,0.0
user334,2023-04-02,0.0
user334,2023-04-02,0.0
user334,2023-04-04,0.0
user335,2023-05-13,0.0
user335,2023-05-14,295.68
user335,2023-05-30,436.92
user335,2023-06-03,129.35
user335,2023-09-19,28.44
user336,2023-09-24,303.08
user336,2023-10-10,432.77
user336,2023-10-22,165.6
user336,2023-10-23,0.0
user336,2023-11-07,221.35
user336,2023-11-07,0.0
user336,2023-11-18,0.0
user336,2023-11-23,409.12
user336,2023-12-09,136.04
user336,2024-02-12,221.86
user337,2023-03-21,205.12
user337,2023-04-20,332.5
user337,2023-05-02,319.35
user337,2023-06-12,579.35
user337,2023-07-10,148.68
user338,2023-12-17,78.74
user338,2023-12-18,408.03
user338,2023-12-21,624.59
user338,2024-02-21,52.06
user339,2024-02-02,348.14
user339,2024-03-01,14.94
user339,2024-03-17,124.88
user339,2024-03-26,0.0
user339,2024-04-15,485.49
user339,2024-04-19,52.43
user339,2024-04-29,0.0
user339,2024-06-04,277.05
user340,2024-02-15,0.0
user340,2024-04-16,314.79
user341,2023-08-16,411.09
user341,2023-09-30,385.8
user341,2023-11-21,0.0
user342,2023-05-30,275.5
user342,2023-06-08,322.18
user342,2023-07-03,330.19
user342,2023-07-14,522.33
user342,2023-08-25,180.72
user342,2023-08-28,392.69
user342,2023-09-09,362.2
user343,2023-05-09,0.0
user343,2023-05-21,0.0
user343,2023-06-03,443.45
user343,2023-06-06,356.56
user343,2023-06-06,0.0
user343,2023-06-11,0.0
user343,2023-07-02,32.71
user343,2023-08-16,22.7
user344,2023-08-09,435.0
user344,2023-08-19,155.55
user344,2023-09-24,14.03
user344,2023-09-25,0.0
user344,2023-10-07,0.0
user344,2023-10-08,477.01
user344,2023-11-18,226.54
user344,2023-11-23,37.45
user345,2023-06-10,411.72
user345,2023-06-18,485.92
user345,2023-07-13,475.84
user345,2023-09-02,145.57
user345,2023-09-03,309.41
user345,2023-09-06,16.92
user345,2023-09-26,0.0
user345,2023-10-03,190.24
user347,2023-10-23,13.96
user347,2023-10-24,419.27
user347,2023-11-06,0.0
user347,2023-11-19,562.02
user347,2023-11-26,139.5
user347,2023-12-12,499.79
user347,2024-01-07,506.29
user348,2023-08-07,0.0
user348,2023-08-31,0.0
user348,2023-09-13,256.6
user348,2023-09-25,50.96
user348,2023-09-30,191.82
user348,2023-10-07,0.0
user348,2023-12-03,0.0
user349,2023-10-26,106.86
user349,2023-11-30,402.7
user349,2023-12-01,222.16
user349,2023-12-16,0.0
user349,2024-01-03,0.0
user349,2024-01-27,87.69
user349,2024-02-18,439.74
user349,2024-02-21,0.0
user350,2024-01-26,431.21
user350,2024-03-01,43.49
user352,2023-03-14,0.0
user353,2023-11-07,208.43
user353,2023-11-28,0.0
user353,2023-12-16,501.41
user353,2023-12-17,0.0
user353,2023-12-23,0.0
user353,2023-12-30,204.41
user353,2024-02-18,393.44
user353,2024-02-23,0.0
user355,2023-04-06,167.62
user355,2023-04-13,163.28
user355,2023-05-01,70.92
user356,2023-04-05,343.96
user356,2023-04-12,229.8
user356,2023-04-12,0.0
user356,2023-04-28,0.0
user356,2023-08-17,0.0
user357,2023-12-24,0.0
user357,2023-12-31,0.0
user357,2024-02-19,89.95
user358,2024-02-09,80.79
user358,2024-02-20,0.0
user358,2024-03-15,161.09
user358,2024-04-07,333.45
user359,2023-08-14,0.0
user360,2023-11-15,58.65
user360,2023-12-24,534.01
user360,2023-12-29,446.24
user360,2024-02-29,258.12
user361,2023-06-10,228.09
user361,2023-07-04,112.41
user361,2023-07-09,0.0
user361,2023-08-13,0.0
user362,2023-11-17,457.33
user362,2024-01-15,0.0
user362,2024-01-19,0.0
user362,2024-02-11,22.48
user362,2024-02-21,0.0
user363,2024-01-19,0.0
user363,2024-02-09,242.04
user363,2024-02-12,281.33
user363,2024-02-14,164.23
user363,2024-02-18,0.0
user363,2024-02-29,465.67
user364,2023-07-11,0.0
user364,2023-07-20,521.76
user364,2023-07-28,26.35
user364,2023-08-27,0.0
user364,2023-09-14,173.76
user364,2023-10-24,0.0
user365,2023-06-06,565.69
user365,2023-06-09,23.12
user365,2023-06-18,286.48
user365,2023-06-24,0.0
user365,2023-07-05,258.22
user365,2023-07-20,190.36
user365,2023-07-26,387.7
user365,2023-07-30,155.84
user365,2023-10-02,0.0
user365,2023-10-21,39.68
user365,2023-10-30,0.0
user366,2023-07-17,405.96
user366,2023-08-15,41.81
user366,2023-08-17,430.54
user366,2023-08-18,17.06
user366,2023-09-08,194.89
user366,2023-11-21,494.96
user367,2023-11-06,221.95
user367,2023-11-18,0.0
user367,2023-12-06,20.03
user367,2023-12-12,0.0
user367,2023-12-24,545.82
user367,2024-01-24,172.8
user367,2024-02-04,0.0
user368,2023-06-20,372.48
user369,2023-12-07,370.57
user371,2023-07-28,249.22
user371,2023-08-13,0.0
user371,2023-10-02,0.0
user371,2023-10-15,0.0
user371,2023-11-25,327.46
user372,2023-04-08,162.8
user372,2023-05-24,0.0
user372,2023-07-07,0.0
user373,2023-07-31,0.0
user373,2023-09-08,0.0
user373,2023-09-11,0.0
user373,2023-09-19,360.18
user373,2023-10-13,0.0
user373,2023-11-02,0.0
user373,2023-12-14,325.49
user374,2023-10-23,0.0
user374,2023-11-27,83.26
user374,2023-12-04,35.64
user374,2023-12-09,0.0
user374,2024-02-20,305.24
user375,2023-03-19,0.0
user375,2023-04-26,179.84
user376,2024-01-20,0.0
user376,2024-02-29,0.0
user376,2024-03-19,380.93
user376,2024-03-22,0.0
user376,2024-04-04,0.0
user376,2024-04-24,0.0
user377,2024-01-19,512.57
user378,2023-02-21,0.0
user378,2023-03-01,108.74
user378,2023-03-02,77.16
user378,2023-03-26,384.47
user378,2023-04-21,218.52
user378,2023-06-21,0.0
user378,2023-06-29,636.91
user379,2023-12-19,550.73
user379,2024-02-06,228.94
user379,2024-02-27,0.0
user379,2024-03-17,0.0
user380,2023-12-09,0.0
user380,2023-12-12,531.08
user380,2023-12-13,0.0
user380,2023-12-14,275.6
user380,2023-12-21,272.59
user380,2024-01-08,0.0
user380,2024-01-29,328.36
user380,2024-01-31,198.33
user380,2024-03-05,0.0
user380,2024-04-19,360.11
user381,2023-03-16,224.02
user381,2023-03-21,0.0
user381,2023-03-21,0.0
user381,2023-03-30,0.0
user381,2023-03-31,96.15
user381,2023-03-31,0.0
user381,2023-04-03,321.85
user381,2023-04-05,304.58
user381,2023-04-23,13.06
user381,2023-05-21,0.0
user381,2023-06-08,73.56
user382,2023-09-10,0.0
user382,2023-09-22,97.6
user382,2023-10-03,373.0
user383,2023-03-08,331.51
user383,2023-03-17,42.86
user383,2023-04-10,82.7
user383,2023-05-13,132.97
user383,2023-06-07,84.73
user383,2023-06-07,0.0
user383,2023-06-08,221.9
user383,2023-06-19,640.85
user384,2023-12-17,288.94
user384,2023-12-24,597.11
user384,2023-12-27,85.97
user384,2023-12-31,103.22
user384,2024-01-18,384.67
user384,2024-01-23,433.19
user384,2024-02-04,213.0
user384,2024-02-12,144.14
user384,2024-03-02,91.01
user385,2023-11-03,141.34
user385,2023-11-18,319.46
user385,2023-11-30,0.0
user385,2023-12-23,0.0
user385,2024-02-06,11.18
user386,2023-07-17,318.53
user386,2023-08-10,0.0
user387,2023-07-06,41.96
user387,2023-07-20,168.57
user387,2023-07-25,0.0
user387,2023-08-03,0.0
user387,2023-08-05,449.25
user387,2023-08-08,0.0
user387,2023-08-14,41.71
user387,2023-08-26,271.3
user387,2023-09-12,219.58
user387,2023-09-19,44.25
user388,2023-05-08,593.44
user388,2023-05-10,207.85
user388,2023-08-01,174.71
user388,2023-08-17,374.37
user388,2023-09-08,142.34
user389,2024-02-28,309.55
user389,2024-03-05,0.0
user389,2024-03-11,342.31
user389,2024-05-06,79.44
user389,2024-05-17,256.1
user390,2024-01-03,0.0
user390,2024-01-08,474.35
user390,2024-02-04,321.08
user390,2024-02-23,362.62
user390,2024-03-19,0.0
user390,2024-05-03,0.0
user390,2024-05-09,0.0
user390,2024-05-13,507.07
user391,2023-11-18,335.58
user391,2023-12-26,0.0
user392,2023-10-09,0.0
user392,2023-10-20,462.87
user392,2024-01-12,0.0
user393,2024-01-08,61.81
user393,2024-03-20,114.86
user393,2024-05-19,440.55
user395,2023-07-06,498.12
user395,2023-07-19,437.87
user395,2023-07-22,448.37
user395,2023-07-26,0.0
user395,2023-08-08,0.0
user395,2023-08-29,0.0
user395,2023-09-11,0.0
user395,2023-09-22,0.0
user395,2023-09-23,0.0
user396,2023-08-14,325.51
user396,2023-08-20,0.0
user396,2023-08-30,306.25
user396,2023-10-01,0.0
user396,2023-10-08,63.31
user396,2023-10-20,97.35
user396,2023-11-02,0.0
user396,2023-11-20,365.17
user396,2023-12-22,380.41
user396,2023-12-23,0.0
user397,2023-04-14,0.0
user397,2023-05-22,0.0
user397,2023-07-06,0.0
user397,2023-07-23,348.07
user398,2023-09-25,0.0
user399,2023-06-04,61.0
user399,2023-06-13,64.09
user399,2023-07-07,281.35
user399,2023-08-19,104.91
user399,2023-08-26,352.53
user399,2023-09-12,0.0
user400,2023-07-08,232.79
user400,2023-08-09,167.04
user400,2023-10-01,106.33
user400,2023-10-12,67.11
user400,2023-10-16,402.34
user400,2023-10-21,291.47
user400,2023-10-25,451.72
user401,2023-12-13,115.65
user401,2023-12-21,175.02
user401,2023-12-31,0.0
user401,2024-01-04,75.65
user401,2024-04-12,0.0
user403,2024-01-13,302.1
user403,2024-01-18,430.57
user403,2024-01-27,467.34
user403,2024-02-27,514.99
user404,2023-12-05,284.54
user404,2023-12-11,405.19
user404,2023-12-18,104.51
user404,2024-01-05,172.38
user404,2024-02-20,32.25
user404,2024-02-24,0.0
user405,2023-08-11,0.0
user405,2023-08-13,154.41
user405,2023-08-31,320.99
user405,2023-08-31,128.88
user405,2023-09-24,0.0
user405,2023-10-04,340.48
user405,2023-10-30,292.93
user405,2023-11-28,67.3
user406,2023-07-28,0.0
user406,2023-07-31,0.0
user406,2023-08-17,0.0
user406,2023-08-19,190.67
user406,2023-08-29,98.29
user406,2023-09-23,205.31
user406,2023-10-16,0.0
user406,2023-11-29,0.0
user407,2023-12-31,75.08
user408,2023-11-01,212.33
user408,2023-11-11,527.93
user408,2023-11-22,535.19
user408,2023-12-24,372.84
user408,2024-01-01,50.18
user408,2024-01-08,0.0
user408,2024-01-16,444.51
user409,2023-03-27,132.75
user409,2023-03-28,487.8
user409,2023-04-03,27.07
user409,2023-04-07,86.79
user409,2023-06-24,105.8
user409,2023-06-28,547.84
user409,2023-07-02,433.53
user410,2023-05-16,0.0
user410,2023-06-29,34.92
user410,2023-07-15,494.22
user410,2023-09-24,122.05
user411,2023-11-27,475.72
user411,2024-02-01,423.2
user411,2024-02-17,449.89
user412,2023-03-29,272.85
user412,2023-04-03,304.49
user412,2023-04-16,0.0
user412,2023-05-22,313.48
user412,2023-06-14,291.56
user412,2023-07-25,0.0
user413,2023-06-01,220.78
user414,2023-05-22,598.46
user414,2023-05-26,488.2
user414,2023-07-02,207.23
user414,2023-07-13,0.0
user415,2023-02-18,154.39
user415,2023-02-23,461.55
user415,2023-03-07,328.03
user415,2023-03-14,313.41
user415,2023-03-15,48.94
user415,2023-03-18,329.52
user415,2023-05-14,465.0
user416,2023-05-20,0.0
user416,2023-05-20,469.78
user416,2023-05-30,451.67
user416,2023-06-08,460.31
user416,2023-07-21,197.76
user416,2023-08-11,0.0
user416,2023-08-21,84.84
user417,2023-08-25,0.0
user417,2023-10-11,103.25
user417,2023-10-15,369.6
user417,2023-11-01,176.07
user418,2023-10-20,469.68
user418,2023-10-27,26.57
user418,2023-11-15,557.7
user418,2023-11-19,322.41
user418,2024-01-09,0.0
user418,2024-01-20,520.75
user418,2024-01-20,163.02
user418,2024-01-30,140.92
user418,2024-02-01,0.0
user419,2024-01-25,0.0
user419,2024-01-29,0.0
user419,2024-03-02,36.35
user419,2024-03-19,273.74
user420,2023-03-22,102.57
user420,2023-04-08,362.12
user420,2023-04-10,140.69
user420,2023-04-18,0.0
user420,2023-05-18,581.57
user420,2023-05-28,495.1
user420,2023-05-31,532.42
user420,2023-06-25,53.69
user420,2023-07-04,0.0
user420,2023-07-17,428.15
user420,2023-08-03,291.09
user422,2023-12-10,433.76
user422,2023-12-27,585.85
user422,2023-12-30,233.91
user422,2024-01-13,374.15
user422,2024-02-03,364.62
user422,2024-02-03,393.62
user422,2024-03-03,310.3
user422,2024-03-10,10.69
user422,2024-04-26,0.0
user423,2023-12-20,501.4
user423,2024-01-15,41.16
user423,2024-01-20,107.67
user425,2023-11-07,0.0
user425,2023-11-23,0.0
user425,2023-11-30,467.47
user425,2023-12-17,612.28
user425,2024-01-01,126.07
user425,2024-01-13,178.65
user425,2024-01-19,88.0
user425,2024-03-13,45.76
user426,2023-07-07,0.0
user426,2023-07-14,376.67
user426,2023-07-31,428.46
user426,2023-08-17,307.29
user426,2023-08-19,153.69
user426,2023-09-13,229.72
user427,2023-08-24,422.52
user428,2023-07-07,0.0
user428,2023-07-22,0.0
user428,2023-08-23,0.0
user429,2023-08-08,91.61
user429,2023-09-09,138.44
user429,2023-10-22,0.0
user431,2023-05-31,320.28
user431,2023-06-05,0.0
user431,2023-06-21,626.42
user431,2023-07-10,34.9
user431,2023-07-14,0.0
